Majority protein IDs	sample 5	sample 6	sample 7	sample 8	sample 9	sample 10	sample 11	sample 12	sample 13	sample 15	sample 16	sample 17	sample 18	sample 19	sample 20
Q8BHC4	26.257	25.77	24.348	NA	26.183	25.929	NA	NA	26.733	24.56	24.307	26.502	25.455	24.207	24.205
Q8BHC7	23.677	NA	NA	23.297	23.959	NA	NA	NA	NA	NA	NA	23.104	NA	24.266	23.814
Q8BHC9	NA	NA	NA	NA	NA	NA	NA	NA	23.452	22.764	23.019	NA	NA	NA	23.628
Q8BHD0	NA	NA	NA	24.806	NA	NA	23.76	NA	NA	23.972	24.236	NA	23.963	24.45	24.815
Q8BHD1	24.888	24.772	NA	24.928	NA	24.9	NA	25.26	NA	24.049	25.784	24.698	24.883	NA	26.05
Q8BHD7	30.766	31.051	30.782	31.009	30.654	31.105	30.713	31.18	30.569	30.81	31.24	30.286	30.678	30.613	30.681
Q8BHD8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.262	23.795	23.383	NA	NA
Q8BHE1	NA	NA	21.775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8BHE8	25.474	25.339	26.505	25.767	25.854	26.245	NA	25.709	26.325	25.922	25.639	25.967	25.808	26.277	25.846
Q8BHF7	24.336	24.784	24.967	24.785	24.537	NA	24.783	24.392	NA	24.577	24.367	24.265	24.604	24.539	24.359
Q8BHG1	29.898	29.748	29.527	29.655	29.733	29.669	29.34	29.639	29.718	29.415	29.543	29.576	29.298	29.431	29.318
Q8BHG2;Q8BHG2-3;Q8BHG2-2	27.944	28.194	28.562	28.633	27.788	28.258	28.482	28.714	28.001	28.43	28.268	27.641	27.804	28.333	28.075
Q8BHG9	29.414	29.321	28.663	29.465	29.233	29.429	28.877	29.404	29.4	28.646	29.334	29.031	29.17	28.797	29.642
Q8BHI7	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.422	NA	NA	23.541	NA	NA
Q8BHJ5	29.593	29.192	29.589	29.269	29.244	29.058	29.501	28.979	29.346	29.767	29.246	29.353	29.341	29.949	29.415
Q8BHJ6	NA	NA	NA	NA	NA	NA	NA	NA	25.455	NA	NA	25.022	NA	NA	NA
Q8BHJ9	27.063	27.193	27.069	27.408	27.201	27.355	27.091	27.203	27.103	27.169	27.212	27.178	27.32	27.132	27.299
Q8BHK6-4;Q8BHK6;Q8BHK6-3;Q8BHK6-2	24.813	24.128	NA	23.992	24.789	24.757	NA	NA	25.678	NA	24.838	25.806	25.276	NA	NA
Q8BHK9	25.932	24.83	NA	NA	25.558	NA	NA	NA	26.272	NA	NA	26.54	24.774	NA	NA
Q8BHL3	26.464	25.936	25.231	25.412	26.224	26.043	25.037	25.428	25.183	25.205	25.367	26.61	25.524	24.602	25.122
Q8BHL5-2;Q8BHL5;Q8BHL5-3	27.217	27.001	27.457	27.133	27.184	27.149	27.43	27.128	27.679	27.512	27.492	27.575	27.426	27.571	27.564
Q8BHL7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.974	NA	NA	NA	NA
Q8BHL8	27.097	27.101	27.041	26.39	26.818	27.083	27.597	27.168	27.057	27.426	26.968	27.078	26.961	27.237	26.923
Q8BHN1;Q8BHN1-3	23.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.696	23.661	NA	23.478
Q8BHN3-2	32.268	32.072	32.018	31.827	31.924	31.978	31.83	31.7	32.059	32.045	32.014	32.047	31.856	31.987	31.758
Q8BHN5	25.392	25.828	25.988	25.781	24.075	25.906	25.851	25.64	25.366	25.967	25.409	25.064	25.404	25.611	25.229
Q8BHS3	29.274	29.213	28.969	29.086	29.315	29.142	29.092	29.032	29.297	28.872	28.928	28.959	29.284	29.143	29.191
Q8BHT7	NA	NA	NA	NA	NA	NA	NA	NA	23.753	NA	NA	23.378	23.237	NA	NA
Q8BHX1	24.66	24.78	24.381	24.304	24.263	24.549	NA	24.721	24.246	24.444	25.147	25.021	24.762	24.589	25.07
Q8BHX3-2;Q8BHX3;Q8BHX3-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.072	NA	NA	NA
Q8BHY2	26.595	27.351	28.125	27.699	26.834	27.446	28.186	27.68	27.339	28.629	28.15	27.118	27.957	28.296	27.463
Q8BHY8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.738	NA
Q8BHZ0	26.309	26.714	29.022	27.251	26.952	26.723	28.859	27.388	27.118	29.056	27.493	27.033	27.071	29.009	27.24
Q8BHZ4	28.058	28.134	28.21	28.325	28.292	28.122	28.254	28.158	28.051	28.352	28.215	28.183	28.178	28.282	28.563
Q8BI22-2;Q8BI22	25.687	25.064	NA	24.545	25.122	24.332	NA	NA	25.885	23.678	24.436	26.591	25.861	23.405	24.157
Q8BI66;Q8BI66-2	NA	NA	NA	NA	NA	NA	23.099	NA	NA	23.388	NA	NA	NA	NA	NA
Q8BI72	29.475	29.454	29.301	29.628	29.485	29.558	29.162	29.597	29.305	29.17	29.555	29.503	29.904	29.364	29.904
Q8BI84;Q8BI84-3;Q8BI84-2	28.24	27.985	27.831	28.105	28.067	27.823	27.882	27.562	28.316	27.948	27.781	28.205	28.222	27.92	28.101
Q8BIF9	NA	NA	25.502	24.853	NA	25.34	NA	NA	NA	25.592	26.118	25.737	25.206	25.093	25.826
Q8BIG4	23.894	23.794	23.667	23.943	NA	24.17	NA	NA	24.019	23.804	23.56	24.371	24.305	23.467	NA
Q8BIG7	24.943	25.198	25.767	25.337	NA	25.707	25.303	24.67	NA	25.79	25.531	25.088	NA	24.448	NA
Q8BIH0;Q8BIH0-2	27.698	27.64	27.193	27.645	27.296	27.405	27.332	27.49	27.413	27.699	27.692	27.95	28.057	27.517	28.081
Q8BIJ6	29.553	29.836	30.599	30.081	29.592	29.91	30.217	30.019	29.504	30.234	30.137	29.542	29.668	30.44	29.935
Q8BIJ7	29.141	29.418	29.533	29.518	29.168	29.354	29.427	29.565	29.193	29.457	29.72	29.314	29.795	29.612	29.887
Q8BIK4-2;Q8BIK4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.289	23.816	24.091	23.76
Q8BIL5;Q8BIL5-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.299	24.492	23.958	NA	24.619	24.098
Q8BIP0	27.428	26.839	27.282	25.767	27.131	26.852	27.234	NA	27.201	27.318	26.346	27.418	26.883	27.333	26.428
Q8BIQ5;Q8BIQ5-2	29.324	29.343	28.889	29.13	29.078	29.298	29.269	29.225	29.59	29.575	29.774	29.456	29.746	29.556	29.663
Q8BIW1	27.059	27.08	27.111	26.989	27.03	27.232	27.025	27.196	27.582	26.996	27.003	27.121	27.021	27.252	26.606
Q8BIW9	24.952	23.911	NA	NA	25.127	23.654	NA	NA	25.925	NA	NA	25.713	24.133	NA	NA
Q8BIX3;Q8BIX3-2	26.212	26.092	26.126	26.28	NA	26.19	26.186	26.169	26.497	26.706	26.512	26.291	26.668	26.459	26.532
Q8BIY3	NA	NA	26.14	NA	NA	NA	25.426	NA	23.895	27.414	24.676	25.552	25.559	26.755	25.679
Q8BIZ6	26.778	26.727	26.588	26.701	27.408	26.967	26.869	27.039	26.938	26.839	26.942	26.625	26.678	26.091	26.952
Q8BJ03-2;Q8BJ03	26.224	25.552	25.433	25.465	25.801	25.242	25.518	25.184	25.761	25.56	25.495	25.471	24.747	25.141	24.925
Q8BJ05;Q8BJ05-2;Q8BJ05-3	28.34	28.722	28.312	28.578	28.5	28.513	28.647	28.748	28.848	28.881	28.892	28.844	29.007	28.795	28.849
Q8BJ25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.399	NA	NA
Q8BJ34-4;Q8BJ34;Q8BJ34-6;Q8BJ34-3	NA	23.731	NA	NA	23.891	NA	NA	NA	24.341	23.798	23.398	25.824	24.392	24.041	24.194
Q8BJ37	27.189	26.601	26.5	25.829	27.198	26.766	26.502	24.563	27.51	26.694	25.951	27.725	26.98	26.493	26.367
Q8BJ48	NA	24.036	24.05	24.622	NA	23.637	24.204	NA	NA	23.928	24.279	24.182	24.217	23.769	24.776
Q8BJ56;Q8BJ56-3;Q8BJ56-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.683	23.571	23.873	NA	23.57
Q8BJ63;Q8BJ63-2;Q8BJ63-3	24.572	24.321	24.899	24.52	24.303	24.513	24.602	25.029	24.69	24.315	24.984	24.217	24.456	25.022	24.338
Q8BJ71;Q8BJ71-2	30.762	30.567	30.37	30.194	30.713	30.578	30.375	30.129	30.67	30.608	30.269	30.799	30.789	30.708	30.512
Q8BJ90	25.898	25.381	24.358	25.119	25.833	25.221	NA	NA	25.728	25.117	25.693	26.631	26.031	24.933	26.118
Q8BJA3-4;Q8BJA3-2;Q8BJA3-3;Q8BJA3	23.862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8BJF9	25.766	25.982	26.823	25.334	26.241	26.01	26.44	25.701	25.933	25.823	25.698	26.281	26.198	26.726	26.638
Q8BJG4	24.753	NA	NA	NA	NA	NA	NA	24.644	NA	24.884	24.576	NA	NA	NA	NA
Q8BJL0;Q8BJL0-2;Q8BJL0-3;Q8BJL0-4	27.457	27.312	27.456	27.015	27.535	27.371	27.388	27.069	27.72	27.431	27.177	27.568	27.317	27.469	26.841
Q8BJL1	NA	NA	NA	NA	21.578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8BJM3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.374	NA	NA	NA	NA
Q8BJM5	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.071	25.49	NA	24.549	NA	25.323
Q8BJM7	26.133	25.346	25.273	25.145	26.237	25.735	25.417	NA	25.994	25.365	24.845	26.06	25.872	25.966	25.063
Q8BJS4-2;Q8BJS4	31.443	31.679	31.104	31.532	31.314	31.724	31.073	31.315	31.262	31.213	31.754	31.53	31.741	31.255	31.708
Q8BJS4-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.501	NA	NA	NA
Q8BJS8;Q8BJS8-2	NA	NA	NA	NA	NA	NA	NA	NA	21.411	NA	NA	NA	NA	NA	NA
Q8BJT9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.24	NA	NA	NA
Q8BJU0-2;Q8BJU0	28.821	28.631	28.208	27.914	28.427	28.733	28.686	28.239	29.174	28.355	28.197	28.919	28.631	28.743	28.107
Q8BJU9	25.088	25.021	24.792	25.165	24.551	24.546	24.329	NA	24.088	24.428	24.333	24.608	24.079	24.164	23.961
Q8BJW5;Q8BJW5-2	26.717	27.232	27.587	27.254	26.801	26.96	27.779	27.186	26.981	28.189	27.39	27.1	27.549	27.981	27.599
Q8BJW6;Q8BJW6-2	29.226	28.917	28.387	28.105	29.102	28.69	27.994	28.187	29.256	28.134	28.186	29.174	28.715	28.233	28.4
Q8BJY1	29.911	30.131	30.431	30.275	30.021	30.267	30.374	30.375	29.961	30.677	30.205	30.278	30.238	30.566	30.401
Q8BJZ4	26.892	26.829	26.836	26.676	26.664	26.91	26.771	26.581	27.025	26.902	26.973	27.05	26.965	26.655	26.906
Q8BK06;Q8BK06-2	NA	NA	NA	NA	NA	24.67	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8BK08	27.342	27.1	27.096	26.471	26.34	26.545	26.927	26.941	27.184	27.079	27.363	27.306	27.299	27.299	27.647
Q8BK30	NA	24.606	NA	NA	NA	25.493	24.618	NA	24.8	24.939	24.182	NA	25.498	NA	NA
Q8BK35	25.108	25.185	25.541	25.725	25.183	25.362	25.539	25.75	25.842	26.725	25.78	25.623	26.039	25.923	26.197
Q8BK58	26.719	26.065	25.134	25.919	26.433	25.748	25.455	25.553	26.31	25.77	25.568	26.391	25.948	25.332	25.992
Q8BK63	28.597	28.669	28.47	28.469	28.588	28.303	28.435	28.489	28.501	28.243	28.657	28.525	28.404	28.386	28.651
Q8BK63-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.276	NA	NA	NA	NA
Q8BK64	30.114	29.952	29.972	29.879	30.226	29.925	29.899	29.72	30.035	29.976	29.853	30.153	29.926	29.93	30.098
Q8BK67	33.421	33.368	32.85	32.982	33.161	33.184	32.788	33.076	33.153	32.708	33.062	33.536	33.153	32.872	33.154
Q8BK72	27.518	27.419	27.417	27.312	27.623	27.371	27.496	27.115	27.563	27.65	27.527	27.617	27.581	27.855	27.59
Q8BK75;Q8BK75-2	24.669	NA	24.306	NA	NA	24.09	NA	NA	NA	24.501	24.295	NA	NA	NA	NA
Q8BKC5	31.04	30.939	30.938	30.435	30.752	30.827	30.345	30.311	31.127	30.809	30.464	31.161	30.87	30.769	30.104
Q8BKC5-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.93
Q8BKC8-2;Q8BKC8;Q8BKC8-3	27.548	27.625	27.134	27.45	27.448	27.196	26.879	27.367	27.661	26.968	27.172	27.264	26.97	26.992	27.088
Q8BKE6	27.193	27.052	27.156	26.886	27.008	26.906	26.939	27.053	26.982	27.236	27.266	27.411	27.472	27.299	27.338
Q8BKF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.69	NA
Q8BKH7;Q8BKH7-2;Q8BKH7-3	NA	NA	NA	NA	NA	23.889	NA	NA	NA	NA	23.633	NA	NA	NA	NA
Q8BKI2;Q8BKI2-2	NA	NA	NA	NA	NA	NA	NA	NA	24.619	24.729	24.807	25.78	25.524	24.54	25.323
Q8BKJ9	28.484	28.445	28.222	28.496	28.359	28.459	28.063	28.698	28.304	28.169	28.502	28.288	28.581	28.175	28.611
Q8BKN5;Q8BKN5-3;Q8BKN5-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.405	NA	23.887
Q8BKR5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.57	NA	NA
Q8BKS9	28.983	29.279	29.305	29.414	28.993	29.372	29.322	29.226	29.061	29.57	29.485	29.001	29.435	29.539	29.556
Q8BKT3	25.189	25.613	26.076	25.085	23.565	25.549	26.682	26.329	24.154	26.835	26.259	26.116	25.815	26.845	25.957
Q8BKT7	28.688	28.625	28.243	28.154	28.474	28.384	28.183	27.904	28.519	28.467	28.262	28.81	28.864	28.446	28.713
Q8BKT8;Q8BKT8-2	23.964	NA	NA	24.747	NA	NA	NA	NA	24.434	24.614	24.812	24.56	24.339	24.686	24.562
Q8BKW4-2;Q8BKW4	NA	NA	22.977	NA	NA	NA	NA	NA	NA	23.145	23.524	22.788	23.11	NA	NA
Q8BKX6	27.547	27.813	27.758	27.774	27.63	27.85	27.538	27.891	27.953	27.593	27.943	27.975	28.114	27.823	27.716
Q8BKY8	26.243	25.714	25.669	24.972	25.852	25.504	25.173	NA	25.47	25.497	24.627	26.173	25.877	25.788	24.966
Q8BKZ9	27.705	27.745	28.155	27.673	27.446	27.636	27.723	27.816	27.584	27.942	27.654	27.94	28.041	28.2	28.137
Q8BL03	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.581	NA	NA	NA	NA	NA
Q8BL48-2;Q8BL48	26.155	26.562	26.124	26.169	26.086	25.63	25.647	26.212	26.069	25.989	26.508	26.289	26.154	25.994	26.728
Q8BL66	28.734	28.769	28.237	29.188	28.745	28.764	28.212	29.14	28.749	28.161	29.068	28.737	29.001	28.268	29.364
Q8BL74	27.84	27.746	27.431	27.57	27.891	27.738	27.419	27.451	27.815	27.556	27.459	27.761	27.836	27.463	27.754
Q8BL86	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.484	24.021	NA	NA	NA	NA
Q8BL95	NA	NA	NA	22.996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8BL97-3;Q8BL97-4;Q8BL97-2;Q8BL97	31.093	31.28	30.991	31.004	31.257	31.125	31.122	30.67	30.555	30.621	30.925	30.454	30.044	30.581	30.417
Q8BL99-5;Q8BL99-6;Q8BL99	NA	NA	NA	NA	NA	NA	NA	21.455	NA	NA	NA	NA	NA	NA	NA
Q8BLB7-2;Q8BLB7	24.986	24.799	NA	25.462	NA	25.265	25.281	NA	25.203	25.451	25.43	25.652	25.706	25.478	25.419
Q8BLF1	27.008	27.47	28.549	28.175	27.005	27.341	28.489	27.875	27.302	28.82	28.449	27.385	27.954	28.693	28.074
Q8BLG0-2;Q8BLG0	NA	NA	NA	23.168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8BLH7	24.982	24.846	23.996	NA	24.896	24.698	NA	NA	25.255	24.467	24.117	25.106	24.521	24.046	23.894
Q8BLN5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.834	24.078	23.746	23.753
Q8BLN6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.957	NA	NA	NA	NA
Q8BLR5	27.535	27.814	28.557	27.99	27.788	27.825	28.195	27.825	27.512	28.066	28.05	27.522	27.75	28.071	27.878
Q8BLR9;Q8BLR9-2	NA	NA	NA	NA	NA	24.459	NA	24.877	24.626	24.33	24.422	24.023	24.091	24.23	24.671
Q8BLV3	26.191	26.49	26.271	27.092	25.592	26.608	26.3	26.911	26.363	26.208	26.962	26.667	27.218	26.623	27.467
Q8BLX4	NA	NA	NA	NA	23.782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8BLY2	NA	NA	21.312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8BLY7	24.958	25.526	25.661	25.409	24.657	24.475	25.116	25.394	25.062	25.676	25.352	25.135	25.17	25.315	25.399
Q8BM39	26.652	26.685	26.47	26.755	26.802	26.598	26.699	26.747	26.689	26.563	26.67	26.885	26.6	26.525	26.927
Q8BM55;Q8BM55-2	28.033	27.517	27.099	27.095	27.7	27.264	27.091	26.817	27.871	27.125	26.974	28.117	27.742	27.203	27.413
Q8BM72	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.084	24.792	25.642	25.512	25.212	25.099
Q8BM85;Q8BM85-2	25.264	25.505	25.926	25.645	24.609	25.567	25.484	25.603	25.131	26.055	26.004	25.35	25.443	25.715	25.535
Q8BM88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.951	NA	24.251
Q8BMA5	NA	24.241	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.295	24.623	24.161	NA
Q8BMA6	29.856	29.749	29.54	29.563	29.797	29.635	29.775	29.621	29.817	29.697	29.55	30.044	29.8	29.873	29.772
Q8BMB0-3;Q8BMB0	26.379	25.924	25.818	25.993	24.951	25.618	25.316	24.996	25.081	26.112	26.361	26.678	26.566	26.153	26.935
Q8BMB3	25.87	26.163	26.17	26.217	26.278	25.91	25.878	25.659	26.401	25.616	25.945	25.494	25.043	24.944	25.268
Q8BMC4	28.281	28.643	28.574	28.787	28.637	28.751	28.693	28.974	28.756	28.656	28.626	28.768	29.088	28.78	28.864
Q8BMD6;Q8BMD6-2	NA	NA	23.662	23.396	NA	23.841	23.813	NA	NA	23.893	24.26	23.249	24.34	24.468	23.719
Q8BMD8	25.517	24.417	23.492	24.264	24.315	24.433	NA	25.142	25.973	23.886	25.898	25.395	26.026	23.935	24.947
Q8BMF4	30.007	30.322	30.904	30.209	30.135	30.249	30.684	30.422	30.614	30.783	30.817	30.627	30.829	31.106	30.827
Q8BMG1	NA	NA	23.601	NA	NA	NA	NA	NA	NA	23.811	NA	23.381	23.389	23.159	23.272
Q8BMG7	28.346	28.287	28.634	28.478	28.287	28.373	28.613	28.569	28.24	28.588	28.473	28.317	28.439	28.617	28.493
Q8BMG8	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.206	25.442	NA	25.05	26.231	25.555
Q8BMI0	27.246	27.124	26.988	26.987	26.935	26.967	26.878	26.904	26.94	26.799	26.802	27.024	27.163	26.795	26.42
Q8BMI3	26.107	26.167	25.705	26.01	26.019	26.178	25.747	26.167	26.656	25.438	26.033	26.401	26.435	25.48	26.31
Q8BMJ2	29.939	29.852	30.063	29.572	29.702	29.732	29.644	29.556	30.132	29.897	29.666	30.085	29.735	29.843	29.366
Q8BMJ3	29.882	29.215	29.467	29.234	29.494	29.24	29.739	29.225	29.613	29.328	29.632	29.829	29.565	29.273	29.722
Q8BMJ7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.971	NA	NA
Q8BMK0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.185	NA	NA	NA	NA
Q8BMK1	24.671	24.32	NA	NA	NA	NA	NA	NA	NA	24.855	24.444	24.285	NA	NA	NA
Q8BMK4	30.044	28.801	28.266	29.848	28.357	28.827	28.007	29.783	30.196	28.388	30.03	30.023	29.367	28.511	30.111
Q8BML9	30.483	30.377	30.4	30.073	30.328	30.326	30.092	30.203	30.348	30.205	29.992	30.458	30.206	30.286	30.101
Q8BMP6	28.112	27.977	27.453	28.182	28.004	28.003	27.591	27.952	28.353	27.474	28.066	28.057	27.884	27.471	28.181
Q8BMQ2;Q8BMQ2-2	28.381	28.296	27.979	28.028	28.682	28.41	28.079	28.392	28.488	28.068	28.118	28.607	28.61	28.063	28.313
Q8BMQ8	25.414	25.749	26.618	25.464	25.735	NA	26.098	25.728	26.031	26.006	26.165	25.98	25.749	25.632	25.756
Q8BMS1	32.136	32.066	32.163	32.039	31.891	31.958	32.044	31.78	32.13	32.12	32.016	32.253	32.175	32.218	32.254
Q8BMS4	24.59	25.06	26.328	25.364	NA	NA	26.261	25.725	NA	26.667	25.699	25.392	25.869	27.063	26.383
Q8BMS9	29.026	29.909	29.637	30.194	29.465	29.923	29.496	30.178	29.423	29.862	30.306	29.554	30.411	29.754	30.531
Q8BMZ5;Q8BMZ5-2	24.8	25.555	26.62	25.623	25.26	25.189	26.727	25.787	25.801	26.821	26.144	25.514	26.263	26.834	26.311
Q8BN21;Q8BN21-2	26.322	26.214	26.389	25.679	26.42	26.086	26.453	NA	26.463	26.87	26.174	26.56	26.563	26.872	26.264
Q8BN57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.99	NA
Q8BN78	24.609	24.521	24.151	24.097	24.487	24.701	NA	24.543	24.746	23.938	24.07	24.63	24.963	NA	24.519
Q8BNI4;Q8BNI4-2	24.294	NA	NA	NA	NA	NA	25.069	24.989	25.123	25.568	25.547	24.603	25.039	25.254	25.11
Q8BNU0;Q8BNU0-2	26.346	26.15	26.07	25.853	26.411	25.992	25.653	26.267	26.278	25.921	25.72	26.143	26.173	26.056	26.126
Q8BNV1	28.644	28.453	28.756	28.345	28.424	28.324	28.786	28.165	28.826	28.946	28.38	28.911	28.647	28.829	28.211
Q8BNW9	23.016	27.793	28.359	28.659	23.057	27.998	27.255	28.992	NA	27.771	28.9	24.831	27.03	28.021	28.766
Q8BP00-2;Q8BP00	24.909	24.438	24.396	NA	24.464	24.409	NA	NA	24.611	24.127	24.379	24.712	24.287	24.544	23.504
Q8BP27;Q8BP27-2;Q8BP27-3	25.424	25.702	26.037	26.177	NA	25.92	26.377	26.249	26.044	25.866	25.941	25.7	25.891	25.949	26.003
Q8BP40	29.093	28.801	28.438	28.111	29.352	29.014	28.471	28.281	29.074	28.916	28.489	29.45	28.902	28.964	28.402
Q8BP47	30.306	29.914	30.239	29.72	29.95	29.912	30.018	29.987	30.208	29.963	29.963	30.262	29.869	30.111	29.745
Q8BP48	28.1	28.066	28.232	27.662	27.894	28	27.975	28.212	28.384	28.231	28.058	28.086	27.81	28.065	27.477
Q8BP56-3;Q8BP56;Q8BP56-2	24.863	24.56	24.56	24.295	NA	24.941	24.648	NA	24.705	24.531	NA	24.621	24.569	24.853	24.153
Q8BP67	30.545	30.29	30.773	30.18	30.332	30.809	30.53	30.184	30.351	30.471	30.492	31.024	31.053	31.007	30.588
Q8BP74;Q8BP74-2	NA	NA	NA	22.088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8BP78	26.048	NA	25.996	26.064	NA	25.74	26.056	NA	NA	25.587	25.193	25.516	25.322	25.678	25.686
Q8BP86;Q8BP86-2;Q8BP86-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.343	NA	25.663
Q8BP92	27.894	27.994	28.117	28.321	27.889	28.163	28.315	28.327	28.114	28.039	28.795	27.487	27.895	28.121	28.103
Q8BPB5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.956
Q8BPE4	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.59	NA	NA	NA	NA	NA
Q8BPG6	24.462	24.178	24.391	24.128	24.251	NA	24.053	NA	24.37	NA	NA	24.429	NA	24.359	24.196
Q8BPM2-2;Q8BPM2	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.573	23.426	23.525	23.659	23.573	23.52
Q8BPS4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.759	NA	NA
Q8BPU7	30.695	31.095	31.206	31.394	30.57	31.172	31.259	31.418	30.809	31.357	31.459	30.714	31.023	31.243	31.526
Q8BPZ8;Q8BPZ8-2	26.48	26.448	26.573	26.765	26.527	26.369	26.631	26.676	26.181	26.712	26.821	26.901	26.731	26.855	27.157
Q8BQ30;Q8BQ30-2	30.086	30.141	29.398	29.92	29.988	30.063	29.397	29.723	29.914	29.161	30.058	30.212	30.148	29.236	30.306
Q8BQ33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.901	NA	NA	NA
Q8BQ46;F6QCI0	31.156	30.924	31	30.955	30.75	30.875	31.144	31.194	30.681	30.905	30.948	30.742	30.834	30.918	30.749
Q8BQ47	28.083	27.437	27.085	27.386	27.596	27.459	27.232	27.143	27.569	27.383	27.292	27.942	27.786	27.485	27.646
Q8BQ48-6;Q8BQ48-5;Q8BQ48-3;Q8BQ48-2;Q8BQ48;Q8BQ48-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.308	25.348	NA	25.215
Q8BQM4	25.347	24.859	26.268	25.003	25.428	25.25	26.258	24.333	25.431	26.279	25.718	25.549	25.34	26.48	25.264
Q8BQN6	NA	23.21	22.326	23.595	NA	22.994	NA	NA	NA	NA	22.877	22.465	NA	NA	23.488
Q8BQR4;Q8BQR4-2	NA	24.827	25.094	25.224	NA	NA	NA	NA	NA	24.61	24.91	24.583	24.789	24.695	24.983
Q8BQU3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.383	NA
Q8BQX5;Q8BQX5-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.323	22.631	22.808	22.352
Q8BQY8;Q8BQY8-2;Q8BQY8-3	26.302	26.421	27.101	27.007	26.13	26.433	26.839	27.256	26.592	27.087	27.398	26.139	26.127	26.74	26.864
Q8BQZ4	26.101	26.025	26.001	26.232	26.002	25.938	25.425	26.288	25.72	25.639	26.325	26.23	26.32	25.919	26.292
Q8BQZ5	27.611	27.605	27.651	27.725	27.608	27.739	27.733	27.55	27.682	28.017	27.817	27.924	27.959	27.915	27.677
Q8BQZ5-3;Q8BQZ5-2	26.761	26.418	26.263	26.354	NA	26.638	25.659	26.327	25.071	26.202	25.738	26.174	26.566	25.147	25.673
Q8BR63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.3
Q8BR65	27.139	27.206	26.918	27.131	27.032	27.217	26.756	27.11	26.891	26.763	27.16	26.884	26.984	26.844	26.455
Q8BR70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.354
Q8BR90;Q8BR90-2	25.253	25.682	26.245	25.621	25.509	25.751	25.806	25.906	25.801	26.581	25.884	24.957	25.71	26.365	24.676
