ENSP00000354687	YP_003024026	P03886	ENST00000361390
ENSP00000419487		Q8TCG1	ENST00000491772
ENSP00000359782	NP_689944	Q5SZJ8	ENST00000370746
ENSP00000359784	NP_001305468	Q5SZJ8	ENST00000370748
ENSP00000417297			ENST00000481530
ENSP00000359781			ENST00000370745
ENSP00000555723			ENST00000885664
ENSP00000555724			ENST00000885665
ENSP00000596105			ENST00000926046
ENSP00000419428			ENST00000468953
ENSP00000596106			ENST00000926047
ENSP00000485696			ENST00000625495
ENSP00000358272	NP_054884	Q9P032	ENST00000316149
ENSP00000593292			ENST00000923233
ENSP00000542178			ENST00000872119
ENSP00000278319	NP_001341784	Q9UL58	ENST00000278319
ENSP00000278319	NP_037382	Q9UL58	ENST00000278319
ENSP00000596110			ENST00000926051
ENSP00000596111			ENST00000926052
ENSP00000490414			ENST00000636097
ENSP00000596112			ENST00000926053
ENSP00000490359			ENST00000636606
ENSP00000393202		Q9UL58	ENST00000414517
ENSP00000432306	NP_001341783	Q9UL58	ENST00000529903
ENSP00000484674		Q9UL58	ENST00000610573
ENSP00000266546	NP_055533	Q9BQT9	ENST00000266546
ENSP00000435430			ENST00000481983
ENSP00000534236	NP_001341785		ENST00000864177
ENSP00000534237	NP_001341786		ENST00000864178
ENSP00000534237	NP_001341782		ENST00000864178
ENSP00000534238			ENST00000864179
ENSP00000591345	NP_001341787		ENST00000921286
ENSP00000591345	NP_001341789		ENST00000921286
ENSP00000591345	NP_001341788		ENST00000921286
ENSP00000591346			ENST00000921287
ENSP00000591347			ENST00000921288
ENSP00000591348			ENST00000921289
ENSP00000591349			ENST00000921290
ENSP00000591350			ENST00000921291
ENSP00000289788	NP_001012458	Q3MJ62	ENST00000289788
ENSP00000442612			ENST00000545663
ENSP00000443468			ENST00000535452
ENSP00000525507			ENST00000855448
ENSP00000525508			ENST00000855449
ENSP00000443490			ENST00000534830
ENSP00000525509			ENST00000855450
ENSP00000514220			ENST00000699227
ENSP00000596147			ENST00000926088
ENSP00000442801			ENST00000539982
ENSP00000596148			ENST00000926089
ENSP00000487025			ENST00000628477
ENSP00000411948	NP_001034740	Q5SSQ6	ENST00000415669
ENSP00000413372		Q5SSQ6	ENST00000425424
ENSP00000427290			ENST00000507392
ENSP00000597104			ENST00000927045
ENSP00000296149	NP_001411141	Q0PNE2	ENST00000296149
ENSP00000296149	NP_001411142	Q0PNE2	ENST00000296149
ENSP00000296149	NP_001411140	Q0PNE2	ENST00000296149
ENSP00000296149	NP_001411143	Q0PNE2	ENST00000296149
ENSP00000296149	NP_001026873	Q0PNE2	ENST00000296149
ENSP00000496782		Q9BQT9	ENST00000535313
ENSP00000390437			ENST00000442215
ENSP00000160298	NP_065953	Q9P1Y5	ENST00000160298
ENSP00000497486			ENST00000331148
ENSP00000560416			ENST00000890357
ENSP00000560417			ENST00000890358
ENSP00000412593	NP_001411146		ENST00000446787
ENSP00000412593	NP_001411148		ENST00000446787
ENSP00000412593	NP_001411145		ENST00000446787
ENSP00000412593	NP_001411151		ENST00000446787
ENSP00000412593	NP_001411154		ENST00000446787
ENSP00000412593	NP_001411153		ENST00000446787
ENSP00000412593	NP_001350886		ENST00000446787
ENSP00000412593	NP_001411152		ENST00000446787
ENSP00000412593	NP_001411156		ENST00000446787
ENSP00000560418			ENST00000890359
ENSP00000416797	NP_001073898	Q9P1Y5	ENST00000446248
ENSP00000560419			ENST00000890360
ENSP00000560420			ENST00000890361
ENSP00000589342			ENST00000919283
ENSP00000589343			ENST00000919284
ENSP00000537929			ENST00000867870
ENSP00000589344			ENST00000919285
ENSP00000537930			ENST00000867871
ENSP00000537931			ENST00000867872
ENSP00000600564			ENST00000930505
ENSP00000402399	NP_001411147		ENST00000439305
ENSP00000402399	NP_001411159		ENST00000439305
ENSP00000402399	NP_001411149		ENST00000439305
ENSP00000402399	NP_001411155		ENST00000439305
ENSP00000600565			ENST00000930506
ENSP00000415301			ENST00000412761
ENSP00000600566			ENST00000930507
ENSP00000416534	NP_001287789		ENST00000452510
ENSP00000364140	NP_001846	P39059	ENST00000375001
ENSP00000406130			ENST00000444760
ENSP00000600567			ENST00000930508
ENSP00000394673			ENST00000445044
ENSP00000600568			ENST00000930509
ENSP00000543278			ENST00000873219
ENSP00000400643			ENST00000425291
ENSP00000346236	NP_055644	Q7L014	ENST00000354283
ENSP00000410790			ENST00000449409
ENSP00000465597			ENST00000589181
ENSP00000543279			ENST00000873220
ENSP00000253109	NP_114123	Q8NI99	ENST00000253109
ENSP00000253109	NP_001308340	Q8NI99	ENST00000253109
ENSP00000402445			ENST00000414236
ENSP00000467930	NP_001374277	Q8NI99	ENST00000592641
ENSP00000543280			ENST00000873221
ENSP00000561057			ENST00000890998
ENSP00000561058	NP_001374276		ENST00000890999
ENSP00000426767			ENST00000513592
ENSP00000566716	NP_001411158		ENST00000896657
ENSP00000566716	NP_001411160		ENST00000896657
ENSP00000566716	NP_001411157		ENST00000896657
ENSP00000566716	NP_001411144		ENST00000896657
ENSP00000561059			ENST00000891000
ENSP00000543281			ENST00000873222
ENSP00000566717	NP_001411139		ENST00000896658
ENSP00000561060			ENST00000891001
ENSP00000295897	NP_000468	P02768	ENST00000295897
ENSP00000566718			ENST00000896659
ENSP00000561061			ENST00000891002
ENSP00000561062			ENST00000891003
ENSP00000593826			ENST00000923767
ENSP00000543282			ENST00000873223
ENSP00000546739			ENST00000876680
ENSP00000429453	NP_001095839	Q7Z3D6	ENST00000520328
ENSP00000593827			ENST00000923768
ENSP00000600926			ENST00000930867
ENSP00000609924			ENST00000939865
ENSP00000593828			ENST00000923769
ENSP00000543283			ENST00000873224
ENSP00000593829			ENST00000923770
ENSP00000543284			ENST00000873225
ENSP00000543285			ENST00000873226
ENSP00000470005	NP_001308451	Q96IR2	ENST00000595091
ENSP00000470005	NP_001308453	Q96IR2	ENST00000595091
ENSP00000470005	NP_001308452	Q96IR2	ENST00000595091
ENSP00000543286			ENST00000873227
ENSP00000388311	NP_612383	Q96IR2	ENST00000458035
ENSP00000580652			ENST00000910593
ENSP00000423727			ENST00000476441
ENSP00000616106			ENST00000946047
ENSP00000601162			ENST00000931103
ENSP00000381213	NP_001336833	Q9NQG7	ENST00000398145
ENSP00000381213	NP_001336828	Q9NQG7	ENST00000398145
ENSP00000381213	NP_071364	Q9NQG7	ENST00000398145
ENSP00000421027			ENST00000503124
ENSP00000616107			ENST00000946048
ENSP00000323246	NP_976328	Q96AV8	ENST00000322886
ENSP00000502350			ENST00000675100
ENSP00000514221		Q9NQG7	ENST00000491142
ENSP00000422784			ENST00000509063
ENSP00000502792			ENST00000675372
ENSP00000393639		Q96AV8	ENST00000416496
ENSP00000616108			ENST00000946049
ENSP00000379387	NP_852466	P59923	ENST00000396077
ENSP00000384695			ENST00000401494
ENSP00000448245			ENST00000550669
ENSP00000304229	NP_005331	P49773	ENST00000304043
ENSP00000427008			ENST00000511475
ENSP00000447963			ENST00000552907
ENSP00000413073		P59923	ENST00000425708
ENSP00000616109			ENST00000946050
ENSP00000514222			ENST00000699234
ENSP00000424974			ENST00000508495
ENSP00000449284			ENST00000551058
ENSP00000426179			ENST00000511370
ENSP00000427499			ENST00000508488
ENSP00000393963	NP_002254	Q9BW19	ENST00000428849
ENSP00000594063			ENST00000924004
ENSP00000430909			ENST00000520028
ENSP00000415081	NP_001336830		ENST00000422379
ENSP00000594064			ENST00000924005
ENSP00000616110			ENST00000946051
ENSP00000421608			ENST00000513345
ENSP00000449033			ENST00000547316
ENSP00000409539			ENST00000450504
ENSP00000514223	NP_001336827	Q9NQG7	ENST00000473782
ENSP00000502370			ENST00000675491
ENSP00000359188		Q9UGP5	ENST00000370169
ENSP00000514224			ENST00000699235
ENSP00000594065	NP_001356383		ENST00000924006
ENSP00000589505			ENST00000919446
ENSP00000546065			ENST00000876006
ENSP00000594066			ENST00000924007
ENSP00000426860			ENST00000506908
ENSP00000514225			ENST00000699236
ENSP00000343102			ENST00000339310
ENSP00000484508			ENST00000494554
ENSP00000546066			ENST00000876007
ENSP00000565695			ENST00000895636
ENSP00000594067			ENST00000924008
ENSP00000422444			ENST00000513012
ENSP00000589506			ENST00000919447
ENSP00000514226			ENST00000699237
ENSP00000546067			ENST00000876008
ENSP00000565696			ENST00000895637
ENSP00000425260			ENST00000504202
ENSP00000514227			ENST00000699238
ENSP00000546068			ENST00000876009
ENSP00000527857			ENST00000857798
ENSP00000597276			ENST00000927217
ENSP00000546069			ENST00000876010
ENSP00000514228			ENST00000483631
ENSP00000597277			ENST00000927218
ENSP00000610069			ENST00000940010
ENSP00000546070			ENST00000876011
ENSP00000597278			ENST00000927219
ENSP00000546071			ENST00000876012
ENSP00000514229			ENST00000699240
ENSP00000597279			ENST00000927220
ENSP00000294304	NP_002326	O75197	ENST00000294304
ENSP00000546072			ENST00000876013
ENSP00000597280			ENST00000927221
ENSP00000514230			ENST00000699241
ENSP00000546073			ENST00000876014
ENSP00000597281			ENST00000927222
ENSP00000514231			ENST00000699242
ENSP00000546074			ENST00000876015
ENSP00000514232			ENST00000699243
ENSP00000436652			ENST00000529993
ENSP00000546075			ENST00000876016
ENSP00000514233			ENST00000699244
ENSP00000546076			ENST00000876017
ENSP00000546077			ENST00000876018
ENSP00000514234			ENST00000699246
ENSP00000435315			ENST00000529702
ENSP00000546078			ENST00000876019
ENSP00000514235			ENST00000699247
ENSP00000580048			ENST00000909989
ENSP00000546079			ENST00000876020
ENSP00000391950	NP_001341516	A6QL64	ENST00000420699
ENSP00000514236			ENST00000699249
ENSP00000299206	NP_037406	Q9UGP5	ENST00000299206
ENSP00000546080			ENST00000876021
ENSP00000580049			ENST00000909990
ENSP00000546081			ENST00000876022
ENSP00000514237	NP_001336831		ENST00000699250
ENSP00000514237	NP_001336832		ENST00000699250
ENSP00000359191			ENST00000370172
ENSP00000546082			ENST00000876023
ENSP00000580050			ENST00000909991
ENSP00000498611		A6QL64	ENST00000652721
ENSP00000399705			ENST00000429411
ENSP00000400676			ENST00000415897
ENSP00000546083			ENST00000876024
ENSP00000580051			ENST00000909992
ENSP00000430291			ENST00000464362
ENSP00000376147	NP_219483	Q6NXE6	ENST00000392335
ENSP00000406791			ENST00000429502
ENSP00000384185	NP_690054	Q9NQG7	ENST00000402105
ENSP00000546084			ENST00000876025
ENSP00000580052			ENST00000909993
ENSP00000546085			ENST00000876026
ENSP00000338457		Q9NQG7	ENST00000336873
ENSP00000419530		A6QL64	ENST00000461153
ENSP00000411678			ENST00000426919
ENSP00000546086			ENST00000876027
ENSP00000580053			ENST00000909994
ENSP00000473290			ENST00000602795
ENSP00000406764			ENST00000439453
ENSP00000546087			ENST00000876028
ENSP00000390093			ENST00000454524
ENSP00000591547	NP_001278831		ENST00000921488
ENSP00000363794	NP_055049	Q92506	ENST00000374662
ENSP00000444156	NP_001186125	Q6NXE6	ENST00000535612
ENSP00000546088			ENST00000876029
ENSP00000400517			ENST00000413344
ENSP00000514238	NP_001336834		ENST00000699251
ENSP00000514238	NP_001397761		ENST00000699251
ENSP00000591548			ENST00000921489
ENSP00000546089			ENST00000876030
ENSP00000441948			ENST00000537263
ENSP00000529288			ENST00000859229
ENSP00000546090			ENST00000876031
ENSP00000442263			ENST00000540707
ENSP00000529289			ENST00000859230
ENSP00000414293			ENST00000430045
ENSP00000446209			ENST00000541725
ENSP00000546091			ENST00000876032
ENSP00000529290			ENST00000859231
ENSP00000546092			ENST00000876033
ENSP00000529291			ENST00000859232
ENSP00000359181	NP_001167555	Q9UGP5	ENST00000370162
ENSP00000529292			ENST00000859233
ENSP00000269932		Q6NXE6	ENST00000269932
ENSP00000529293			ENST00000859234
ENSP00000546093			ENST00000876034
ENSP00000597316			ENST00000927257
ENSP00000546094			ENST00000876035
ENSP00000444341			ENST00000546344
ENSP00000334592	NP_001387497	Q6VVX0	ENST00000334636
ENSP00000334592	NP_078790	Q6VVX0	ENST00000334636
ENSP00000546095			ENST00000876036
ENSP00000485885	NP_001295311	Q9UGP5	ENST00000628479
ENSP00000546096			ENST00000876037
ENSP00000555077			ENST00000885018
ENSP00000546097			ENST00000876038
ENSP00000552414			ENST00000882355
ENSP00000465097			ENST00000532805
ENSP00000499018	NP_945327	Q8IXH7	ENST00000652272
ENSP00000439269			ENST00000540792
ENSP00000546098			ENST00000876039
ENSP00000555078	NP_001336825		ENST00000885019
ENSP00000439038			ENST00000536098
ENSP00000552415			ENST00000882356
ENSP00000352527	NP_003731	O95279	ENST00000359534
ENSP00000546099			ENST00000876040
ENSP00000446037			ENST00000541898
ENSP00000466060			ENST00000530609
ENSP00000552416			ENST00000882357
ENSP00000555079	NP_001336829		ENST00000885020
ENSP00000577404			ENST00000907345
ENSP00000552417			ENST00000882358
ENSP00000597562			ENST00000927503
ENSP00000546100			ENST00000876041
ENSP00000432087			ENST00000534686
ENSP00000552418			ENST00000882359
ENSP00000555080			ENST00000885021
ENSP00000466604			ENST00000525015
ENSP00000546101			ENST00000876042
ENSP00000552419			ENST00000882360
ENSP00000441420			ENST00000539985
ENSP00000552420			ENST00000882361
ENSP00000555081			ENST00000885022
ENSP00000439003			ENST00000543877
ENSP00000435484	NP_001364145		ENST00000532378
ENSP00000435484	NP_001387496		ENST00000532378
ENSP00000435484	NP_001387489		ENST00000532378
ENSP00000435484	NP_001364143		ENST00000532378
ENSP00000435484	NP_001387490		ENST00000532378
ENSP00000435484	NP_001387487		ENST00000532378
ENSP00000435484	NP_001364146		ENST00000532378
ENSP00000435484	NP_001387495		ENST00000532378
ENSP00000435484	NP_001387488		ENST00000532378
ENSP00000435484	NP_001364156		ENST00000532378
ENSP00000435484	NP_001364144		ENST00000532378
ENSP00000435484	NP_001387491		ENST00000532378
ENSP00000435484	NP_001387493		ENST00000532378
ENSP00000435484	NP_001387494		ENST00000532378
ENSP00000435484	NP_001387492		ENST00000532378
ENSP00000546102			ENST00000876043
ENSP00000552421			ENST00000882362
ENSP00000610149			ENST00000940090
ENSP00000444317			ENST00000545091
ENSP00000436783			ENST00000460601
ENSP00000552422			ENST00000882363
ENSP00000546103			ENST00000876044
ENSP00000437580			ENST00000535288
ENSP00000610150			ENST00000940091
ENSP00000552423			ENST00000882364
ENSP00000546104			ENST00000876045
ENSP00000610151			ENST00000940092
ENSP00000424723			ENST00000515290
ENSP00000438369			ENST00000538663
ENSP00000546105			ENST00000876046
ENSP00000552424	NP_001167556		ENST00000882365
ENSP00000591578			ENST00000921519
ENSP00000376148		Q6NXE6	ENST00000392336
ENSP00000630334			ENST00000960275
ENSP00000591579			ENST00000921520
ENSP00000552425			ENST00000882366
ENSP00000501614	NP_000073	Q13216	ENST00000676185
ENSP00000546106			ENST00000876047
ENSP00000444916			ENST00000535758
ENSP00000507570			ENST00000682217
ENSP00000552426			ENST00000882367
ENSP00000446234			ENST00000535478
ENSP00000546107			ENST00000876048
ENSP00000607363			ENST00000937304
ENSP00000444265			ENST00000535795
ENSP00000607364			ENST00000937305
ENSP00000443719			ENST00000540634
ENSP00000546108			ENST00000876049
ENSP00000442881			ENST00000484657
ENSP00000537318			ENST00000867259
ENSP00000607365			ENST00000937306
ENSP00000546109			ENST00000876050
ENSP00000601259			ENST00000931200
ENSP00000502082	NP_001277214		ENST00000675042
ENSP00000502082	NP_001007234		ENST00000675042
ENSP00000607366			ENST00000937307
ENSP00000546110			ENST00000876051
ENSP00000607367			ENST00000937308
ENSP00000575289			ENST00000905230
ENSP00000607368			ENST00000937309
ENSP00000546111			ENST00000876052
ENSP00000607369			ENST00000937310
ENSP00000575290			ENST00000905231
ENSP00000614063			ENST00000944004
ENSP00000607370			ENST00000937311
ENSP00000575291			ENST00000905232
ENSP00000607371			ENST00000937312
ENSP00000575292			ENST00000905233
ENSP00000607372			ENST00000937313
ENSP00000433259			ENST00000531978
ENSP00000575293			ENST00000905234
ENSP00000607373			ENST00000937314
ENSP00000575294			ENST00000905235
ENSP00000431849			ENST00000524496
ENSP00000607374			ENST00000937315
ENSP00000449884	NP_054769	Q9Y6G3	ENST00000549982
ENSP00000575295			ENST00000905236
ENSP00000607375			ENST00000937316
ENSP00000575296			ENST00000905237
ENSP00000607376			ENST00000937317
ENSP00000607377			ENST00000937318
ENSP00000575297			ENST00000905238
ENSP00000607378			ENST00000937319
ENSP00000435333			ENST00000534599
ENSP00000575298			ENST00000905239
ENSP00000607379			ENST00000937320
ENSP00000607380			ENST00000937321
ENSP00000585089			ENST00000915030
ENSP00000607381			ENST00000937322
ENSP00000585090			ENST00000915031
ENSP00000435081			ENST00000532359
ENSP00000447547	NP_751917	Q9Y6G3	ENST00000552217
ENSP00000612817			ENST00000942758
ENSP00000628358			ENST00000958299
ENSP00000612818			ENST00000942759
ENSP00000370510			ENST00000381118
ENSP00000628359			ENST00000958300
ENSP00000612819			ENST00000942760
ENSP00000502535			ENST00000675378
ENSP00000427558			ENST00000510483
ENSP00000346015	NP_000981	P46776	ENST00000314138
ENSP00000376836			ENST00000393128
ENSP00000612820			ENST00000942761
ENSP00000496080			ENST00000643034
ENSP00000612821			ENST00000942762
ENSP00000473798			ENST00000547098
ENSP00000432671			ENST00000530022
ENSP00000494726			ENST00000647431
ENSP00000351506			ENST00000358678
ENSP00000431565			ENST00000526562
ENSP00000507551			ENST00000682375
ENSP00000437118			ENST00000525981
ENSP00000433766			ENST00000530913
ENSP00000449886			ENST00000551396
ENSP00000408344			ENST00000439176
ENSP00000449392		Q9Y6G3	ENST00000549561
ENSP00000591603			ENST00000921544
ENSP00000473958			ENST00000548545
ENSP00000507072			ENST00000683052
ENSP00000216044	NP_004277	O00178	ENST00000216044
ENSP00000494199			ENST00000643708
ENSP00000544050			ENST00000873991
ENSP00000544051			ENST00000873992
ENSP00000265038			ENST00000265038
ENSP00000544052			ENST00000873993
ENSP00000397891			ENST00000418601
ENSP00000506954			ENST00000675452
ENSP00000544053			ENST00000873994
ENSP00000507820			ENST00000683460
ENSP00000439505			ENST00000488787
ENSP00000544054			ENST00000873995
ENSP00000544055			ENST00000873996
ENSP00000442628			ENST00000470836
ENSP00000544056			ENST00000873997
ENSP00000544057			ENST00000873998
ENSP00000429977	NP_085072	O00339	ENST00000521689
ENSP00000388147			ENST00000458073
ENSP00000256324	NP_001095838	Q7Z3D6	ENST00000256324
ENSP00000494466		Q13216	ENST00000647486
ENSP00000589795			ENST00000919736
ENSP00000589796			ENST00000919737
ENSP00000429097			ENST00000524232
ENSP00000442394			ENST00000484971
ENSP00000589797			ENST00000919738
ENSP00000430666			ENST00000522170
ENSP00000589798			ENST00000919739
ENSP00000428296			ENST00000519950
ENSP00000437430			ENST00000489527
ENSP00000502154	NP_001007235	Q13216	ENST00000675229
ENSP00000435403			ENST00000529051
ENSP00000589799			ENST00000919740
ENSP00000540659			ENST00000870600
ENSP00000501805			ENST00000497892
ENSP00000428122			ENST00000523879
ENSP00000430221	NP_001304677	O00339	ENST00000524308
ENSP00000589800			ENST00000919741
ENSP00000156825	NP_001268383	O95983	ENST00000156825
ENSP00000341684	NP_079280	Q0P6D6	ENST00000344762
ENSP00000540660			ENST00000870601
ENSP00000589801			ENST00000919742
ENSP00000412302	NP_001268382	O95983	ENST00000434436
