ensembl_gene_id	gene_biotype	external_gene_name	percentage_gene_gc_content
ENSG00000227411	unitary_pseudogene	ACNATP	44.51
ENSG00000227412	processed_pseudogene	STK33P1	44.85
ENSG00000227413	processed_pseudogene	AL022238.1	42.89
ENSG00000227416	processed_pseudogene	AL929472.1	54.08
ENSG00000227417	processed_pseudogene	AC114402.2	44.79
ENSG00000227418	lncRNA	PCGEM1	35.19
ENSG00000227421	lncRNA	LINC01724	33.93
ENSG00000227423	unprocessed_pseudogene	OR10U1P	44.53
ENSG00000227425	processed_pseudogene	MRPS21P2	47.35
ENSG00000227426	unitary_pseudogene	VN1R33P	45.66
ENSG00000227427	processed_pseudogene	Z93019.1	40.39
ENSG00000227430	processed_pseudogene	AC019185.1	46.02
ENSG00000227431	lncRNA	CSE1L-AS1	48.34
ENSG00000227432	lncRNA	AC053503.1	59.16
ENSG00000227433	processed_pseudogene	AC090018.1	45.23
ENSG00000227434	processed_pseudogene	RNF19BPX	44.32
ENSG00000227436	processed_pseudogene	FCF1P1	39.81
ENSG00000227437	processed_pseudogene	RPS8P4	52.47
ENSG00000227438	lncRNA	AP001471.1	57.23
ENSG00000227439	lncRNA	TTTY17B	42.58
ENSG00000227440	processed_pseudogene	ATP5MC1P4	53.97
ENSG00000227443	processed_pseudogene	AL137022.1	53.57
ENSG00000227444	unprocessed_pseudogene	AC007322.1	58.93
ENSG00000227445	unprocessed_pseudogene	OR10R1P	41.72
ENSG00000227447	unprocessed_pseudogene	XGY1	44.67
ENSG00000227449	transcribed_unprocessed_pseudogene	FGF7P6	39.07
ENSG00000227453	processed_pseudogene	HNRNPA1P63	45.9
ENSG00000227454	unprocessed_pseudogene	MTND4P30	43.83
ENSG00000227455	lncRNA	AL450345.1	38.83
ENSG00000227456	lncRNA	LINC00310	43
ENSG00000227459	lncRNA	AC079612.2	48.7
ENSG00000227462	processed_pseudogene	PSME2P6	49.24
ENSG00000227463	lncRNA	AL390838.1	39.86
ENSG00000227465	processed_pseudogene	GPN3P1	37.57
ENSG00000227466	lncRNA	AL590783.1	35.38
ENSG00000227467	lncRNA	LINC01537	47.63
ENSG00000227470	processed_pseudogene	AC073415.1	43.79
ENSG00000227471	protein_coding	AKR1B15	45.52
ENSG00000227473	unitary_pseudogene	TSSK5P	62.83
ENSG00000227474	processed_pseudogene	RPL6P24	45.02
ENSG00000227475	lncRNA	AL355300.1	45.07
ENSG00000227477	lncRNA	STK4-AS1	45.07
ENSG00000227479	lncRNA	AC124861.1	52.29
ENSG00000227480	lncRNA	CCDC148-AS1	38.12
ENSG00000227481	lncRNA	AC008080.2	52.51
ENSG00000227482	lncRNA	AL157702.2	48.47
ENSG00000227484	lncRNA	CR559946.1	62.63
ENSG00000227485	lncRNA	AL162400.1	40.08
ENSG00000227486	lncRNA	AL050309.1	38.39
ENSG00000227487	lncRNA	NCAM1-AS1	52.56
ENSG00000227488	protein_coding	GAGE12D	44.1
ENSG00000227489	lncRNA	AC006458.1	31.98
ENSG00000227491	processed_pseudogene	CCNJP1	45.08
ENSG00000227492	lncRNA	AL138921.1	44.49
ENSG00000227493	unprocessed_pseudogene	AC239367.1	51.07
ENSG00000227494	unprocessed_pseudogene	USP9YP14	32.44
ENSG00000227495	lncRNA	AC004771.1	52.39
ENSG00000227496	lncRNA	AC099066.2	46.78
ENSG00000227497	processed_pseudogene	PABPC1P6	44.19
ENSG00000227498	lncRNA	AC018359.1	37.7
ENSG00000227499	processed_pseudogene	AC092647.2	46.64
ENSG00000227500	protein_coding	SCAMP4	60.08
ENSG00000227502	lncRNA	LINC01268	34.65
ENSG00000227505	processed_pseudogene	AC016925.1	41.28
ENSG00000227507	protein_coding	LTB	61.61
ENSG00000227508	lncRNA	LINC01624	51.25
ENSG00000227509	lncRNA	LINC01839	47.31
ENSG00000227510	lncRNA	LINC01442	37.59
ENSG00000227511	unprocessed_pseudogene	AC005297.1	41.53
ENSG00000227512	lncRNA	AL592301.1	61.26
ENSG00000227513	processed_pseudogene	AC114755.1	50
ENSG00000227514	processed_pseudogene	AC107890.1	62.08
ENSG00000227515	processed_pseudogene	C1DP4	38.68
ENSG00000227516	lncRNA	AL160163.1	42.79
ENSG00000227517	lncRNA	LINC01483	38.59
ENSG00000227518	lncRNA	AL928970.1	47.33
ENSG00000227519	lncRNA	AL008719.1	50.89
ENSG00000227521	processed_pseudogene	AL390840.1	48.58
ENSG00000227523	processed_pseudogene	RPS20P15	42.12
ENSG00000227525	processed_pseudogene	RPL7P6	43.77
ENSG00000227527	lncRNA	AC096540.1	47.34
ENSG00000227528	lncRNA	DIAPH3-AS1	36.8
ENSG00000227531	lncRNA	AL162414.1	38.06
ENSG00000227532	processed_pseudogene	AC002542.1	37.31
ENSG00000227533	lncRNA	SLC2A1-AS1	47.85
ENSG00000227534	processed_pseudogene	Z83841.1	50.54
ENSG00000227535	lncRNA	AL357315.1	39.23
ENSG00000227536	processed_pseudogene	SOCS5P4	43.73
ENSG00000227537	processed_pseudogene	AL139281.1	48.66
ENSG00000227538	processed_pseudogene	HNRNPFP1	57.9
ENSG00000227540	lncRNA	AC016394.1	42.27
ENSG00000227541	processed_pseudogene	SFR1P1	36.63
ENSG00000227542	lncRNA	AC092614.1	42.43
ENSG00000227543	lncRNA	SPAG5-AS1	48.73
ENSG00000227544	lncRNA	AC018647.1	42.75
ENSG00000227545	processed_pseudogene	AC006455.2	66.89
ENSG00000227547	unprocessed_pseudogene	OR4A2P	42.94
ENSG00000227549	lncRNA	AC116035.1	40.97
ENSG00000227550	TR_V_pseudogene	TRBV7-5	49.79
ENSG00000227551	protein_coding	USP17L12	52.17
ENSG00000227554	lncRNA	AL590422.1	38.85
ENSG00000227555	lncRNA	MIR4290HG	44.95
ENSG00000227556	unprocessed_pseudogene	AC096531.1	40.19
ENSG00000227557	processed_pseudogene	MTND3P9	41.04
ENSG00000227560	processed_pseudogene	RPS15AP30	47.18
ENSG00000227562	lncRNA	AC074257.1	44.63
ENSG00000227563	processed_pseudogene	RNF11P2	45
ENSG00000227564	lncRNA	LINC00376	34.75
ENSG00000227568	processed_pseudogene	SNX18P26	51.35
ENSG00000227573	processed_pseudogene	AC004986.1	58.15
ENSG00000227574	lncRNA	AC112229.2	39.88
ENSG00000227578	processed_pseudogene	RPS3AP53	40.1
ENSG00000227579	lncRNA	AL136114.1	40.07
ENSG00000227581	processed_pseudogene	AL121877.1	41.48
ENSG00000227582	transcribed_processed_pseudogene	ADGRF5P1	46.44
ENSG00000227583	processed_pseudogene	RPS3AP37	39.6
ENSG00000227584	unprocessed_pseudogene	MTND4P5	36.46
ENSG00000227585	processed_pseudogene	AL360013.1	42.54
ENSG00000227586	processed_pseudogene	RPS26P39	51.61
ENSG00000227588	lncRNA	CNTN4-AS2	38.49
ENSG00000227589	lncRNA	AL136528.1	48.83
ENSG00000227590	processed_pseudogene	ATP5MC1P5	52.55
ENSG00000227591	lncRNA	HSD11B1-AS1	41.63
ENSG00000227592	processed_pseudogene	PIGFP3	35.46
ENSG00000227593	processed_pseudogene	PHBP16	48.42
ENSG00000227597	processed_pseudogene	WASF1P1	48.36
ENSG00000227598	lncRNA	Z94721.1	43.79
ENSG00000227599	lncRNA	AL031676.1	41.16
ENSG00000227602	lncRNA	AL031779.1	31.21
ENSG00000227604	processed_pseudogene	TOMM22P3	55.94
ENSG00000227606	lncRNA	AC005392.1	40.3
ENSG00000227607	processed_pseudogene	SUMO2P2	41.57
ENSG00000227609	processed_pseudogene	TMEM183AP1	55.17
ENSG00000227610	lncRNA	FRMPD3-AS1	44.79
ENSG00000227611	lncRNA	LINC01074	36.2
ENSG00000227613	processed_pseudogene	QRSL1P2	40.25
ENSG00000227615	processed_pseudogene	AP001324.1	46.87
ENSG00000227616	unprocessed_pseudogene	AC063976.3	40.7
ENSG00000227617	lncRNA	CERS6-AS1	41.62
ENSG00000227619	lncRNA	AL391056.1	53.72
ENSG00000227620	unprocessed_pseudogene	ALG1L8P	53.96
ENSG00000227621	processed_pseudogene	PHBP11	54.64
ENSG00000227623	processed_pseudogene	AC010881.1	41.28
ENSG00000227624	processed_pseudogene	SNRPEP3	39.86
ENSG00000227625	processed_pseudogene	AL359510.1	56.73
ENSG00000227627	lncRNA	AL080276.2	42.43
ENSG00000227629	unprocessed_pseudogene	SLC25A15P1	44.82
ENSG00000227630	lncRNA	LINC01132	51.03
ENSG00000227632	unprocessed_pseudogene	AC018804.1	43.71
ENSG00000227633	unprocessed_pseudogene	RBMY2YP	33.15
ENSG00000227634	lncRNA	LINC01714	49.78
ENSG00000227635	unprocessed_pseudogene	USP9YP21	30.65
ENSG00000227638	processed_pseudogene	HNRNPA1P14	45.78
ENSG00000227640	lncRNA	SOX21-AS1	40.6
ENSG00000227644	processed_pseudogene	HIGD1AP11	44.64
ENSG00000227645	processed_pseudogene	RPL7P54	38.87
ENSG00000227646	lncRNA	STEAP2-AS1	37.16
ENSG00000227649	processed_pseudogene	MTND6P32	31.06
ENSG00000227653	processed_pseudogene	ISCA1P6	43.85
ENSG00000227657	unprocessed_pseudogene	SERPINA7P1	39.94
ENSG00000227658	lncRNA	AC005160.1	38.95
ENSG00000227659	lncRNA	CLYBL-AS2	40.52
ENSG00000227660	lncRNA	UST-AS1	43.93
ENSG00000227661	unprocessed_pseudogene	MTCO3P18	40.21
ENSG00000227663	processed_pseudogene	RPL7P2	40.3
ENSG00000227666	processed_pseudogene	CYCSP24	43.67
ENSG00000227667	processed_pseudogene	AL392003.1	40.74
ENSG00000227671	transcribed_unprocessed_pseudogene	AL390728.4	40.91
ENSG00000227673	lncRNA	AL162734.1	43.56
ENSG00000227674	lncRNA	LINC00355	33.46
ENSG00000227676	lncRNA	LINC01068	40.88
ENSG00000227678	lncRNA	AL355581.1	39.18
ENSG00000227679	processed_pseudogene	AL133173.1	50.13
ENSG00000227680	lncRNA	AC108051.1	41.03
ENSG00000227681	lncRNA	AL033504.1	38.77
ENSG00000227682	transcribed_processed_pseudogene	ATP5F1AP2	38.65
ENSG00000227683	lncRNA	AL358394.1	35.83
ENSG00000227684	transcribed_unprocessed_pseudogene	CROCCP4	47.24
ENSG00000227685	lncRNA	LINC02088	43.71
ENSG00000227687	lncRNA	AL713965.1	51.95
ENSG00000227688	unprocessed_pseudogene	HNRNPA3P2	45.25
ENSG00000227689	processed_pseudogene	SRP68P2	48.73
ENSG00000227692	processed_pseudogene	MED28P3	45.39
ENSG00000227693	processed_pseudogene	GSTM3P1	51.92
ENSG00000227694	processed_pseudogene	RPL23AP74	49.68
ENSG00000227695	lncRNA	DNMBP-AS1	43.04
ENSG00000227698	lncRNA	AP001619.1	51.92
ENSG00000227700	processed_pseudogene	AC239809.2	63.44
ENSG00000227702	lncRNA	LINC00111	50.03
ENSG00000227704	lncRNA	AL354892.1	40
ENSG00000227705	lncRNA	AL391097.2	41.81
ENSG00000227706	lncRNA	AL713998.1	45.22
ENSG00000227707	processed_pseudogene	SDAD1P3	41.14
ENSG00000227708	lncRNA	LINC01850	35.6
ENSG00000227709	processed_pseudogene	AC091607.1	48.96
ENSG00000227710	unprocessed_pseudogene	AC245517.2	50.87
ENSG00000227711	unprocessed_pseudogene	AL451054.1	55.37
ENSG00000227712	lncRNA	AL359915.1	40.94
ENSG00000227713	lncRNA	AC092159.1	43.62
ENSG00000227714	processed_pseudogene	MTND6P18	35.09
ENSG00000227716	lncRNA	AP000459.1	32.25
ENSG00000227717	unprocessed_pseudogene	AC138749.1	51.21
ENSG00000227718	lncRNA	AC016730.1	37.3
ENSG00000227719	lncRNA	AC006042.1	43.44
ENSG00000227721	processed_pseudogene	RPSAP64	56.55
ENSG00000227722	transcribed_processed_pseudogene	AL022100.1	41.1
ENSG00000227723	lncRNA	AL596188.1	40.09
ENSG00000227725	processed_pseudogene	GCOM2	46.11
ENSG00000227726	lncRNA	AP001271.1	48.1
ENSG00000227728	unprocessed_pseudogene	AL356583.1	58.06
ENSG00000227729	protein_coding	RD3L	36.14
ENSG00000227730	unprocessed_pseudogene	MTND6P5	36.91
ENSG00000227733	lncRNA	AC239809.3	40.81
ENSG00000227734	lncRNA	AL590378.1	33.07
ENSG00000227735	processed_pseudogene	CYCSP5	44.44
ENSG00000227736	unprocessed_pseudogene	MTCO3P16	34.62
ENSG00000227737	transcribed_unprocessed_pseudogene	OR8B1P	41.98
ENSG00000227738	processed_pseudogene	AC092646.1	39.51
ENSG00000227740	lncRNA	LINC02803	38.81
ENSG00000227741	lncRNA	AL121987.2	51.36
ENSG00000227742	transcribed_unitary_pseudogene	CALR4P	44.59
ENSG00000227743	lncRNA	AC004875.1	34.85
ENSG00000227744	lncRNA	LINC01940	52.38
ENSG00000227745	unprocessed_pseudogene	AC098826.2	33.6
ENSG00000227747	processed_pseudogene	AC096631.2	58.48
ENSG00000227748	lncRNA	AL138916.1	42.1
ENSG00000227751	lncRNA	RCC2-AS1	50.4
ENSG00000227753	processed_pseudogene	AC023194.1	43.83
ENSG00000227755	transcribed_processed_pseudogene	AP000344.1	56.46
ENSG00000227757	lncRNA	AP000282.1	45.97
ENSG00000227758	unprocessed_pseudogene	AL645939.2	64.89
ENSG00000227759	processed_pseudogene	VTI1BP4	50.17
ENSG00000227760	processed_pseudogene	AC135001.1	44.17
ENSG00000227762	unprocessed_pseudogene	GUSBP8	55.09
ENSG00000227764	lncRNA	LINC01693	47.12
ENSG00000227765	processed_pseudogene	MYL12BP2	45.51
ENSG00000227766	unprocessed_pseudogene	AL671277.1	65.06
ENSG00000227769	lncRNA	AC072062.1	36.74
ENSG00000227770	processed_pseudogene	RPL7P12	41.07
ENSG00000227773	lncRNA	ASH1L-IT1	43.24
ENSG00000227775	transcribed_processed_pseudogene	AL031282.1	50.91
ENSG00000227776	processed_pseudogene	AKR1D1P1	45.58
ENSG00000227777	processed_pseudogene	AL031736.1	50
ENSG00000227779	processed_pseudogene	AC234779.1	40.7
ENSG00000227782	lncRNA	AC002553.1	40.15
ENSG00000227784	processed_pseudogene	ZNF965P	38.43
ENSG00000227785	processed_pseudogene	AC092013.1	41.27
ENSG00000227788	processed_pseudogene	MTCO3P43	44.98
ENSG00000227789	processed_pseudogene	MTCYBP7	40.12
ENSG00000227790	transcribed_unprocessed_pseudogene	SPECC1P1	43.1
ENSG00000227791	processed_pseudogene	AC007365.2	54.8
ENSG00000227795	processed_pseudogene	MTND4LP9	31.03
ENSG00000227799	processed_pseudogene	AC012358.2	56.97
ENSG00000227800	IG_D_gene	IGHD4-17	50
ENSG00000227802	transcribed_processed_pseudogene	DNAJB3	49.21
ENSG00000227803	lncRNA	AL158198.1	41.56
ENSG00000227805	processed_pseudogene	RPL21P90	43.35
ENSG00000227806	unprocessed_pseudogene	OR5W1P	42.22
ENSG00000227809	lncRNA	AL355674.1	37.9
ENSG00000227811	lncRNA	INKA2-AS1	49.85
ENSG00000227813	processed_pseudogene	Z82190.1	42.9
ENSG00000227814	processed_pseudogene	MRPS17P9	41.73
ENSG00000227815	unprocessed_pseudogene	AL359265.1	38.15
ENSG00000227817	unprocessed_pseudogene	ARHGAP42P1	43.21
ENSG00000227818	lncRNA	AL590408.1	43.84
ENSG00000227824	lncRNA	AC122136.1	45.3
ENSG00000227825	transcribed_processed_pseudogene	SLC9A7P1	49.17
ENSG00000227827	unprocessed_pseudogene	AC138969.2	64.57
ENSG00000227830	processed_pseudogene	TRIM60P3Y	37.03
ENSG00000227832	processed_pseudogene	ST13P21	43.62
ENSG00000227834	processed_pseudogene	AP003385.1	45.98
ENSG00000227835	transcribed_unprocessed_pseudogene	CARM1P1	39.27
ENSG00000227836	processed_pseudogene	AC008850.1	45.37
ENSG00000227837	processed_pseudogene	TRIM60P11Y	38.18
ENSG00000227838	lncRNA	AL121885.2	49.16
ENSG00000227840	unprocessed_pseudogene	KRTAP8-3P	49.47
ENSG00000227841	unprocessed_pseudogene	MTND5P31	33.77
ENSG00000227842	processed_pseudogene	AC093166.1	51.82
ENSG00000227845	processed_pseudogene	AL627223.1	49.77
ENSG00000227846	unprocessed_pseudogene	UGT1A11P	46.05
ENSG00000227847	processed_pseudogene	AC010099.2	43.7
ENSG00000227848	lncRNA	SUCLA2-AS1	51.8
ENSG00000227850	processed_pseudogene	SEPTIN2P1	41.67
ENSG00000227851	lncRNA	AC021035.1	38.94
ENSG00000227852	processed_pseudogene	RPS29P17	52.41
ENSG00000227854	processed_pseudogene	AL590135.1	40.38
ENSG00000227855	transcribed_unprocessed_pseudogene	DPY19L2P3	36.47
ENSG00000227857	lncRNA	AL358075.2	42.58
ENSG00000227860	processed_pseudogene	MTND5P18	38.98
ENSG00000227862	processed_pseudogene	HNRNPA1P31	42.68
ENSG00000227863	lncRNA	AC002383.1	35.42
ENSG00000227864	processed_pseudogene	ARL5AP1	37.11
ENSG00000227867	processed_pseudogene	ELOCP11	39.46
ENSG00000227868	protein_coding	TEX46	45.89
ENSG00000227871	unprocessed_pseudogene	USP9YP12	31.62
ENSG00000227873	processed_pseudogene	Z93242.2	56.35
ENSG00000227874	processed_pseudogene	GRAMD4P1	54.02
ENSG00000227875	processed_pseudogene	RPL23AP89	49.02
ENSG00000227877	protein_coding	MRLN	41.5
ENSG00000227878	processed_pseudogene	AC114760.1	44.63
ENSG00000227879	unprocessed_pseudogene	PSPC1P1	40.07
ENSG00000227880	lncRNA	AL050402.1	50.57
ENSG00000227881	processed_pseudogene	ASS1P5	52.14
ENSG00000227882	processed_pseudogene	THAP12P6	42.54
ENSG00000227883	processed_pseudogene	ATP6V0E1P4	47.49
ENSG00000227885	lncRNA	AL590652.1	38.55
ENSG00000227887	processed_pseudogene	RPS26P13	50
ENSG00000227888	lncRNA	FAM66A	43.5
ENSG00000227890	processed_pseudogene	PSMA2P3	44.74
ENSG00000227892	unprocessed_pseudogene	OR5P4P	45.15
ENSG00000227893	lncRNA	LINC00352	39.54
ENSG00000227896	lncRNA	AL731569.1	47.2
ENSG00000227902	lncRNA	AC062032.1	34.6
ENSG00000227905	processed_pseudogene	MED6P1	35.76
ENSG00000227906	lncRNA	SNAP25-AS1	40.08
ENSG00000227907	lncRNA	AL158837.1	50.75
ENSG00000227908	lncRNA	AC016596.1	42.93
ENSG00000227910	transcribed_processed_pseudogene	AC092634.3	51.45
ENSG00000227911	lncRNA	LINC02344	44.15
ENSG00000227912	lncRNA	AL441943.2	39.66
ENSG00000227913	processed_pseudogene	KRT8P44	55.41
ENSG00000227914	lncRNA	AL136979.1	39.93
ENSG00000227915	unprocessed_pseudogene	ELOCP16	39.46
ENSG00000227917	lncRNA	AL449043.1	44.55
ENSG00000227919	unprocessed_pseudogene	AL353997.1	40.74
ENSG00000227920	lncRNA	AL353597.1	53.62
ENSG00000227922	processed_pseudogene	SPTLC1P5	43.65
ENSG00000227923	processed_pseudogene	AC006455.3	57.96
ENSG00000227924	processed_pseudogene	RBPJP6	42.21
ENSG00000227925	lncRNA	LINC01655	42.87
ENSG00000227927	lncRNA	MACROD2-IT1	36.14
ENSG00000227929	lncRNA	SRGAP3-AS3	45.49
ENSG00000227930	lncRNA	AC003087.1	43.75
ENSG00000227932	transcribed_unitary_pseudogene	SELENOOLP	39.02
ENSG00000227933	lncRNA	AL357874.1	61.69
ENSG00000227934	processed_pseudogene	AL732414.1	48.69
ENSG00000227935	lncRNA	AL390243.1	42.97
ENSG00000227937	processed_pseudogene	MTND2P30	35.6
ENSG00000227938	lncRNA	AC104695.1	53.12
ENSG00000227939	processed_pseudogene	RPL3P2	53.53
ENSG00000227940	lncRNA	LINC01696	41.28
ENSG00000227941	processed_pseudogene	UQCRBP2	41.08
ENSG00000227942	processed_pseudogene	FRMD8P1	65.16
ENSG00000227945	lncRNA	AL590006.1	34.91
ENSG00000227946	lncRNA	AC007383.2	63.47
ENSG00000227947	lncRNA	LINC01738	48.04
ENSG00000227948	processed_pseudogene	AC003989.1	48.67
ENSG00000227949	processed_pseudogene	CYCSP46	40.69
ENSG00000227950	processed_pseudogene	AL590128.1	51.05
ENSG00000227952	processed_pseudogene	RPL18AP17	52.53
ENSG00000227953	lncRNA	LINC01341	52.3
ENSG00000227954	lncRNA	TARID	38.09
ENSG00000227958	lncRNA	AL390778.1	51.83
ENSG00000227959	lncRNA	AL451042.2	61.07
ENSG00000227960	lncRNA	AL138799.2	47.41
ENSG00000227962	processed_pseudogene	AL391994.1	40.43
ENSG00000227963	lncRNA	RBM15-AS1	44.5
ENSG00000227964	lncRNA	LINC01429	46.3
ENSG00000227965	processed_pseudogene	AC098592.2	36.23
ENSG00000227968	processed_pseudogene	BUB3P1	45.85
ENSG00000227969	processed_pseudogene	NPM1P22	43.38
ENSG00000227970	unitary_pseudogene	NR1H5P	34.62
ENSG00000227971	processed_pseudogene	AC078809.1	40
ENSG00000227972	processed_pseudogene	THAP12P3	40.54
ENSG00000227973	processed_pseudogene	PIN4P1	45.71
ENSG00000227979	processed_pseudogene	AC002127.1	46.67
ENSG00000227981	lncRNA	AC012668.1	34
ENSG00000227982	processed_pseudogene	RPL7P30	38.5
ENSG00000227983	processed_pseudogene	BRK1P2	39.46
ENSG00000227986	unprocessed_pseudogene	TRIM60P18	40.73
ENSG00000227987	lncRNA	AC092675.2	51.01
ENSG00000227988	processed_pseudogene	TDGF1P1	48.58
ENSG00000227992	processed_pseudogene	AC108463.1	37.66
ENSG00000227994	processed_pseudogene	AL035417.1	64.02
ENSG00000227995	processed_pseudogene	RAB11AP1	38.08
ENSG00000227999	processed_pseudogene	MTND5P1	46.04
ENSG00000228000	processed_pseudogene	RPL7AP65	49.87
ENSG00000228002	processed_pseudogene	DHX9P1	41.74
ENSG00000228004	processed_pseudogene	MYCLP2	57.29
ENSG00000228005	lncRNA	AC020743.1	40.34
ENSG00000228007	processed_pseudogene	AC011933.1	45.48
ENSG00000228008	lncRNA	AC105935.1	53.1
ENSG00000228010	lncRNA	AC073343.2	44.99
ENSG00000228013	lncRNA	IL6R-AS1	56.12
ENSG00000228014	processed_pseudogene	ZNF680P1	33.15
ENSG00000228015	processed_pseudogene	AC074338.1	65.38
ENSG00000228016	lncRNA	RAPGEF4-AS1	41.76
ENSG00000228019	unprocessed_pseudogene	AC006480.1	52.13
ENSG00000228020	processed_pseudogene	HNRNPA1P46	44.82
ENSG00000228021	lncRNA	AL158835.1	44.19
ENSG00000228022	lncRNA	HCG20	47.16
ENSG00000228024	unprocessed_pseudogene	CYP1D1P	34.64
ENSG00000228027	lncRNA	AL136369.1	41.74
ENSG00000228028	lncRNA	AC069257.1	46.45
ENSG00000228030	processed_pseudogene	AC019084.1	49.77
ENSG00000228031	lncRNA	AC078842.1	37.34
ENSG00000228033	lncRNA	AC010967.1	36.2
ENSG00000228034	processed_pseudogene	HMGN2P21	51.11
ENSG00000228035	lncRNA	NGF-AS1	44.74
ENSG00000228036	processed_pseudogene	HSPD1P9	39
ENSG00000228037	lncRNA	AL139246.3	51.11
ENSG00000228038	processed_pseudogene	VN1R51P	41.27
ENSG00000228039	processed_pseudogene	AC253536.2	58.82
ENSG00000228040	processed_pseudogene	AL390729.1	41.03
ENSG00000228041	processed_pseudogene	AL031313.1	37.5
ENSG00000228042	processed_pseudogene	AL512882.1	46.03
ENSG00000228043	lncRNA	AC114763.1	38.27
ENSG00000228044	lncRNA	AL160408.1	42.68
ENSG00000228045	processed_pseudogene	DNAJA1P6	43.22
ENSG00000228046	processed_pseudogene	MTCO3P40	42.6
ENSG00000228048	lncRNA	AL355314.2	32.02
ENSG00000228049	protein_coding	POLR2J2	53.42
ENSG00000228050	processed_pseudogene	TOP3BP1	63.19
ENSG00000228051	processed_pseudogene	AL512504.2	47.67
ENSG00000228053	processed_pseudogene	AL158823.1	43.1
ENSG00000228054	processed_pseudogene	RANP5	44.73
ENSG00000228055	lncRNA	FAM245A	37.05
ENSG00000228056	processed_pseudogene	CFL1P3	52.65
ENSG00000228057	processed_pseudogene	SEC63P1	41.18
ENSG00000228058	lncRNA	LINC01736	49.73
ENSG00000228060	lncRNA	PABPC4-AS1	44.87
ENSG00000228061	lncRNA	AC131571.1	34.97
ENSG00000228063	lncRNA	LYPLAL1-DT	35.83
ENSG00000228064	lncRNA	AC023469.2	37.34
ENSG00000228065	lncRNA	LINC01515	35.09
ENSG00000228067	lncRNA	LINC01740	39.53
ENSG00000228069	unprocessed_pseudogene	MTCO3P29	45.8
ENSG00000228071	processed_pseudogene	RPL7P47	43.17
ENSG00000228072	lncRNA	AL139008.2	39.67
ENSG00000228073	lncRNA	AC133106.1	40.05
ENSG00000228074	processed_pseudogene	UBBP5	50.75
ENSG00000228075	protein_coding	BOD1L2	45.49
ENSG00000228076	processed_pseudogene	AL591719.1	43.55
ENSG00000228078	unprocessed_pseudogene	HLA-U	61.83
ENSG00000228079	lncRNA	AC012368.2	39.55
ENSG00000228081	processed_pseudogene	AC092810.2	62.43
ENSG00000228082	lncRNA	Z86062.2	38.65
ENSG00000228083	protein_coding	IFNA14	39.74
ENSG00000228084	lncRNA	AC118553.1	43.18
ENSG00000228085	processed_pseudogene	AC009296.1	44.52
ENSG00000228086	lncRNA	AL589990.1	37.04
ENSG00000228089	processed_pseudogene	PNKDP1	58.84
ENSG00000228092	processed_pseudogene	COX6CP15	42.65
ENSG00000228095	processed_pseudogene	AL354692.1	38.41
ENSG00000228097	unprocessed_pseudogene	MTATP6P11	36.72
ENSG00000228098	processed_pseudogene	AC110620.1	35.53
ENSG00000228100	lncRNA	LINC01820	52.17
ENSG00000228105	lncRNA	LINC01757	44.27
ENSG00000228106	lncRNA	AL392172.1	37.92
ENSG00000228107	lncRNA	AP000692.1	47.84
ENSG00000228108	lncRNA	AC092839.1	42.74
ENSG00000228109	lncRNA	MELTF-AS1	61.61
ENSG00000228110	processed_pseudogene	ST13P19	48.38
ENSG00000228111	processed_pseudogene	TPT1P2	46.6
ENSG00000228112	processed_pseudogene	AC112220.1	50.42
ENSG00000228113	lncRNA	AC003991.1	38.14
ENSG00000228115	lncRNA	AL161725.2	41.71
ENSG00000228118	processed_pseudogene	MYL6P5	49.46
ENSG00000228120	lncRNA	AP001631.1	60.4
ENSG00000228121	processed_pseudogene	PHBP3	53.36
ENSG00000228122	processed_pseudogene	MTND1P17	40.2
ENSG00000228123	processed_pseudogene	AL162726.2	57.03
ENSG00000228124	lncRNA	AL096678.1	45.96
ENSG00000228125	processed_pseudogene	AKIRIN1P2	51.05
ENSG00000228126	lncRNA	FALEC	50.4
ENSG00000228127	lncRNA	LINC01649	40.27
ENSG00000228131	IG_D_gene	IGHD6-6	55.56
