sample_id,enable,report_group_ids,color_by,ncbi_accession,ref_group_ids,year,country,Country/inferred country of contamination,Inferred Continent of contamination,strain_name,Inferred Region of contamination (for Figures),origin,type,Place of sampling (Water),species,serotype,STM 3356  d-Tar- specific SNV,phage_type,MLST,lineage,genotype,antimicrobial,Chromosomal coverage (%),Average chromosomal read depth,% reads mapped,Total reads,Num SNVs,Num heterozygous SNVs,Num indels,Num contigs,Genome size (bp),Ratio heterozygous/homozygous SNVs,Accession nos (circularized genomes),Accession nos (draft genomes),publication_source,ploidy
201704389__2017__Bolivia__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736569,Salmonella_enterica_GCF_039778255_1,2017,France,Bolivia,America,201704389,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.92,129.06,98.2075,4231266,257,103,10,69,4608035,0.40077821,,,This study,1
201700708__2017__Argentina__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736542,Salmonella_enterica_GCF_039778255_1,2017,France,Argentina,America,201700708,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.92,133.07,98.2665,4429726,251,55,7,61,4703834,0.219123506,,,This study,1
201800826__2018__FranceOrElsewhere__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736588,Salmonella_enterica_GCF_039778255_1,2018,France,France or elsewhere,Unknown,201800826,Unknown,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.91,139.27,98.1053,4486942,251,56,8,68,4637919,0.22310757,,,This study,1
841378__2019__Argentina__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR10513436,Salmonella_enterica_GCF_039778255_1,2019,United Kingdom,Argentina,America,841378,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.93,133.53,98.3153,6364398,256,31,8,74,4705040,0.12109375,,,Chattaway et al. Microb Genom. 2021,1
658623__2018__Argentina__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR8377929,Salmonella_enterica_GCF_039778255_1,2018,United Kingdom,Argentina,America,658623,America,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.92,70.19,98.5549,3417722,249,89,8,54,4593723,0.357429719,,,Chattaway et al. Microb Genom. 2021,1
MS170024__2016__ND_SouthAmerica__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR1865331,Salmonella_enterica_GCF_039778255_1,2016,Ireland,ND (South America),America,MS170024,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.93,56.67,98.5854,2762570,255,69,8,53,4684422,0.270588235,,,This study,1
201711578__2017__Argentina__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736585,Salmonella_enterica_GCF_039778255_1,2017,France,Argentina,America,201711578,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.9,130.34,98.1477,4345926,250,55,9,73,4681942,0.22,,,This study,1
1137926__2010__ND_SouthAmerica__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR14017986,Salmonella_enterica_GCF_039778255_1,2010,United Kingdom,ND_SouthAmerica,America,1137926,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Dundee,86,Lineage 10,10.3.6_SouthAmerica,none,99.92,91.97,92.8193,6006428,249,85,3,52,4663277,0.341365462,,,This study,1
202000134__2020__Argentina__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736610,Salmonella_enterica_GCF_039778255_1,2020,France,Argentina,America,202000134,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.9,134.48,98.4827,4441916,255,68,8,89,4675564,0.266666667,,,This study,1
201412010__2014__Brazil__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736555,Salmonella_enterica_GCF_039778255_1,2014,France,Brazil,America,201412010,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.07,203.47,98.5605,6894866,244,78,6,78,4614611,0.319672131,,,This study,1
201502579__2015__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736556,Salmonella_enterica_GCF_039778255_1,2015,France,Peru,America,201502579,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.05,116.72,98.3105,3995436,247,77,4,86,4574523,0.311740891,,,This study,1
201905260__2019__ND_SouthAmerica__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736603,Salmonella_enterica_GCF_039778255_1,2019,France,ND (South America),America,201905260,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.01,62.34,98.4122,2119328,247,71,9,111,4554334,0.287449393,,,This study,1
410878__2017__Bolivia__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR7538783,Salmonella_enterica_GCF_039778255_1,2017,United Kingdom,Bolivia,America,410878,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.07,87.35,98.209,4162774,254,55,10,52,4588266,0.216535433,,,Chattaway et al. Microb Genom. 2021,1
H103520475__2010__ND_SouthAmerica__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR129894,Salmonella_enterica_GCF_039778255_1,2010,United Kingdom,ND (South America),America,H103520475,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.17,156.1,97.5532,8169766,249,52,9,79,4664427,0.208835341,,,Connor et al. Mbio. 2016,1
201908452__2019__Bolivia__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736608,Salmonella_enterica_GCF_039778255_1,2019,France,Bolivia,America,201908452,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,98.94,59,98.4616,1971604,252,51,9,139,4574200,0.202380952,,,This study,1
201711516__2017__Bolivia__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736584,Salmonella_enterica_GCF_039778255_1,2017,France,Bolivia,America,201711516,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.07,157.46,99.018,5139178,242,40,12,67,4618808,0.165289256,,,This study,1
SMG-20-1008__2020__ND_SouthAmerica__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR4277034,Salmonella_enterica_GCF_039778255_1,2020,United Kingdom,ND (South America),America,SMG-20-1008,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.6_SouthAmerica,none,99.08,88.88,98.1163,1773662,235,114,11,67,4669820,0.485106383,,,This study,1
H070540154v1__2007__Bolivia__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR023401,Salmonella_enterica_GCF_039778255_1,2007,United Kingdom,Bolivia,America,H070540154v1,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.11,51.52,97.1947,4618346,241,44,3,138,4628026,0.182572614,,,Connor et al. Mbio. 2016,1
83283__2014__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR1967611,Salmonella_enterica_GCF_039778255_1,2014,United Kingdom,Peru,America,83283,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.6_SouthAmerica,none,99.09,49.87,98.3902,2809376,250,88,8,50,4594326,0.352,,,Chattaway et al. Microb Genom. 2023,1
83282__2014__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR1968891,Salmonella_enterica_GCF_039778255_1,2014,United Kingdom,Peru,America,83282,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,"sul1, dfrA5,mphA",99.08,59.34,93.8919,3241068,249,71,8,65,4738382,0.285140562,,,This study,1
RKI_15-04049__2015__Bolivia_Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR3263794,Salmonella_enterica_GCF_039778255_1,2015,Germany,"Bolivia, Peru",America,RKI_15-04049,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,gyrA_D87G,99.1,76.51,95.1888,2349970,247,103,2,64,4670375,0.417004049,,,This study,1
201004976__2010__Chile__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736519,Salmonella_enterica_GCF_039778255_1,2010,France,Chile,America,201004976,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.19,106.65,96.5651,4866930,245,9,10,69,4667051,0.036734694,,,This study,1
129499__2015__Bolivia__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR5985744,Salmonella_enterica_GCF_039778255_1,2015,United Kingdom,Bolivia,America,129499,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.08,39.14,97.8996,2006730,242,47,9,47,4620758,0.194214876,,,Chattaway et al. Microb Genom. 2023,1
201800151__2018__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736586,Salmonella_enterica_GCF_039778255_1,2018,France,Peru,America,201800151,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,gyrA_D87N,99.04,133.97,98.3881,4386572,255,62,9,78,4571947,0.243137255,,,This study,1
H104240488__2010__ND_SouthAmerica__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR129896,Salmonella_enterica_GCF_039778255_1,2010,United Kingdom,ND (South America),America,H104240488,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.94,135.79,97.4557,7170236,210,108,8,83,4666133,0.514285714,,,Connor et al. Mbio. 2016,1
S275240__2019__ND_SouthAmerica__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12742180,Salmonella_enterica_GCF_039778255_1,2019,Ireland,ND (South America),America,S275240,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.09,61.68,97.6499,2103866,202,14,1,64,4670188,0.069306931,,,This study,1
201903679__2019__Bolivia__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736599,Salmonella_enterica_GCF_039778255_1,2019,France,Bolivia,America,201903679,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.03,68.05,98.6369,2235108,242,82,8,103,4589193,0.338842975,,,This study,1
201708949__2017__ND_SouthAmerica__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736581,Salmonella_enterica_GCF_039778255_1,2017,France,ND (South America),America,201708949,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.08,89.9,98.6865,3066638,246,83,8,59,4616990,0.337398374,,,This study,1
202107757__2021__Bolivia__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736619,Salmonella_enterica_GCF_039778255_1,2021,France,Bolivia,America,202107757,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.08,145.63,98.4105,5164380,243,82,5,62,4619581,0.33744856,,,This study,1
201710889__2017__Bolivia__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736583,Salmonella_enterica_GCF_039778255_1,2017,France,Bolivia,America,201710889,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,98.92,111.53,98.5127,3615370,250,55,7,138,4593114,0.22,,,This study,1
201803542__2018__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736545,Salmonella_enterica_GCF_039778255_1,2018,France,Peru,America,201803542,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.06,172.82,98.3652,5553026,246,63,8,77,4647472,0.256097561,,,This study,1
201807370__2018__Bolivia__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736592,Salmonella_enterica_GCF_039778255_1,2018,France,Bolivia,America,201807370,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.08,89.75,98.3415,3221312,245,85,4,60,4661309,0.346938776,,,This study,1
201007632__2010__Chile__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736527,Salmonella_enterica_GCF_039778255_1,2010,France,Chile,America,201007632,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.27,36.74,94.0583,1739028,254,40,11,43,4649492,0.157480315,,,This study,1
845690__2019__Brazil__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR10561152,Salmonella_enterica_GCF_039778255_1,2019,United Kingdom,Brazil,America,845690,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.08,81.27,98.4302,3851960,253,61,10,74,4664038,0.241106719,,,Chattaway et al. Microb Genom. 2021,1
886703__2020__Argentina__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR11096910,Salmonella_enterica_GCF_039778255_1,2020,United Kingdom,Argentina,America,886703,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.18,84.93,98.4204,4031882,263,47,5,55,4656701,0.178707224,,,Chattaway et al. Microb Genom. 2023,1
1137915__2009__Bolivia__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR14017983,Salmonella_enterica_GCF_039778255_1,2009,United Kingdom,Bolivia,America,1137915,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.6_SouthAmerica,none,99.22,84.89,93.0627,5148934,246,58,5,49,4649855,0.235772358,,,This study,1
243874__2016__Bolivia__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR5985720,Salmonella_enterica_GCF_039778255_1,2016,United Kingdom,Bolivia,America,243874,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,qnrB19,99.08,64.43,94.9386,3456574,252,72,8,41,4638290,0.285714286,,,Chattaway et al. Microb Genom. 2021,1
201412266__2014__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736537,Salmonella_enterica_GCF_039778255_1,2014,France,Peru,America,201412266,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.12,102.14,96.2721,4670866,250,10,8,59,4667432,0.04,,,This study,1
RKI_16-00770__2016__Bolivia__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR3263834,Salmonella_enterica_GCF_039778255_1,2016,Germany,Bolivia,America,RKI_16-00770,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,98.94,36.05,98.1426,725524,244,87,9,151,4618058,0.356557377,,,This study,1
201907215__2019__Bolivia__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736605,Salmonella_enterica_GCF_039778255_1,2019,France,Bolivia,America,201907215,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.21,209.87,98.52,6911646,277,56,11,80,4617748,0.202166065,,,This study,1
576405__2018__Argentina_Bolivia_Brazil_Colombia_Chile__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR7892172,Salmonella_enterica_GCF_039778255_1,2018,United Kingdom,"Argentina, Bolivia, Brazil, Colombia, Chile",America,576405,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.09,73,92.1643,3686208,254,40,9,50,4878222,0.157480315,,,Chattaway et al. Microb Genom. 2021,1
