sample_id,enabled,name,report_group_ids,color_by,ref_group_ids,gcf_id,strain,host,source,generic_source,country,year,given_species_name,fastani_derived_species,lineage,phylogroup,assembly_method,sequence_type,sequencing_technology,assembly_length,num_contigs,wgGC_content,grimont_biotype,ncbi_accession,BioProject,dataset_in_paper,publication_doi,ploidy
GCA_001539045_1_12082_3_36_genomic,TRUE,GCA_001539045.1_12082_3_36_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539045.1,2880STDY5682935,Homo sapiens,blood,Human,United Kingdom,2007,Serratia marcescens,Serratia marcescens,12,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5567855,144,58.75,,ERR486625,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539065_1_12082_5_48_genomic,TRUE,GCA_001539065.1_12082_5_48_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539065.1,2880STDY5682988,Homo sapiens,blood,Human,United Kingdom,2010,Serratia marcescens,Serratia marcescens,12,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5102104,14,60.03,,ERR486822,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539085_1_12082_3_12_genomic,TRUE,GCA_001539085.1_12082_3_12_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539085.1,2880STDY5682904,Homo sapiens,blood,Human,United Kingdom,2005,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5243350,21,59.83,,ERR486602,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539105_1_12045_8_10_genomic,TRUE,GCA_001539105.1_12045_8_10_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539105.1,2880STDY5683015,Homo sapiens,blood,Human,United Kingdom,2010,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5145069,28,60.04,,ERR486481,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539125_1_12045_8_6_genomic,TRUE,GCA_001539125.1_12045_8_6_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539125.1,2880STDY5683011,Homo sapiens,blood,Human,United Kingdom,2010,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5166751,14,59.95,,ERR486478,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539145_1_12082_3_16_genomic,TRUE,GCA_001539145.1_12082_3_16_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539145.1,2880STDY5682908,Homo sapiens,blood,Human,United Kingdom,2006,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5305921,27,59.91,,ERR486606,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539185_1_12045_8_4_genomic,TRUE,GCA_001539185.1_12045_8_4_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539185.1,2880STDY5683009,Homo sapiens,blood,Human,United Kingdom,2010,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,4976108,17,60.16,,ERR486476,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539205_1_12082_3_59_genomic,TRUE,GCA_001539205.1_12082_3_59_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539205.1,2880STDY5682962,Homo sapiens,blood,Human,United Kingdom,2008,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5205491,19,59.87,,ERR486647,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539225_1_12045_8_7_genomic,TRUE,GCA_001539225.1_12045_8_7_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539225.1,2880STDY5683013,Homo sapiens,blood,Human,United Kingdom,2010,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5156629,23,60.09,,ERR486479,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539245_1_12082_3_24_genomic,TRUE,GCA_001539245.1_12082_3_24_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539245.1,2880STDY5682921,Homo sapiens,blood,Human,United Kingdom,2006,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5094654,15,60.07,,ERR486614,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539265_1_12082_2_61_genomic,TRUE,GCA_001539265.1_12082_2_61_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539265.1,2880STDY5682854,Homo sapiens,blood,Human,United Kingdom,2003,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5097184,16,59.98,,ERR486556,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539285_1_12082_3_37_genomic,TRUE,GCA_001539285.1_12082_3_37_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539285.1,2880STDY5682936,Homo sapiens,blood,Human,United Kingdom,2007,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5108369,34,60.09,,ERR486626,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539305_1_12045_8_2_genomic,TRUE,GCA_001539305.1_12045_8_2_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539305.1,2880STDY5683007,Homo sapiens,blood,Human,United Kingdom,2010,Serratia marcescens,Serratia marcescens,12,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5127698,23,59.9,,ERR486474,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539325_1_12082_3_53_genomic,TRUE,GCA_001539325.1_12082_3_53_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539325.1,2880STDY5682956,Homo sapiens,blood,Human,United Kingdom,2008,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5213093,12,59.83,,ERR486641,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539345_1_12082_2_88_genomic,TRUE,GCA_001539345.1_12082_2_88_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539345.1,2880STDY5682884,Homo sapiens,blood,Human,United Kingdom,2004,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5147945,31,60.02,,ERR486583,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539365_1_12082_2_58_genomic,TRUE,GCA_001539365.1_12082_2_58_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539365.1,2880STDY5682850,Homo sapiens,blood,Human,United Kingdom,2003,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5296864,28,59.75,,ERR486553,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539385_1_12082_3_19_genomic,TRUE,GCA_001539385.1_12082_3_19_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539385.1,2880STDY5682913,Homo sapiens,blood,Human,United Kingdom,2006,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5155192,15,59.93,,ERR486609,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539405_1_12082_3_38_genomic,TRUE,GCA_001539405.1_12082_3_38_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539405.1,2880STDY5682937,Homo sapiens,blood,Human,United Kingdom,2007,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5243580,24,59.98,,ERR486627,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539425_1_12082_2_81_genomic,TRUE,GCA_001539425.1_12082_2_81_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539425.1,2880STDY5682877,Homo sapiens,blood,Human,United Kingdom,2004,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5117800,14,59.98,,ERR486576,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539445_1_12082_3_62_genomic,TRUE,GCA_001539445.1_12082_3_62_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539445.1,2880STDY5682965,Homo sapiens,blood,Human,United Kingdom,2008,Serratia marcescens,Serratia marcescens,13,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5162571,15,59.36,,ERR486650,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539465_1_12082_5_50_genomic,TRUE,GCA_001539465.1_12082_5_50_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539465.1,2880STDY5683000,Homo sapiens,blood,Human,United Kingdom,2010,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5211265,35,59.96,,ERR486824,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539485_1_12045_8_3_genomic,TRUE,GCA_001539485.1_12045_8_3_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539485.1,2880STDY5683008,Homo sapiens,blood,Human,United Kingdom,2010,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5213647,16,59.82,,ERR486475,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539505_1_12082_2_40_genomic,TRUE,GCA_001539505.1_12082_2_40_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539505.1,2880STDY5682831,Homo sapiens,blood,Human,United Kingdom,2002,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5217336,16,59.84,,ERR486536,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539525_1_12082_5_52_genomic,TRUE,GCA_001539525.1_12082_5_52_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539525.1,2880STDY5683027,Homo sapiens,blood,Human,United Kingdom,2009,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5201064,23,60.02,,ERR486826,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539545_1_12082_3_50_genomic,TRUE,GCA_001539545.1_12082_3_50_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539545.1,2880STDY5682953,Homo sapiens,blood,Human,United Kingdom,2008,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5358144,30,59.86,,ERR486638,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539565_1_12082_3_1_genomic,TRUE,GCA_001539565.1_12082_3_1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539565.1,2880STDY5682893,Homo sapiens,blood,Human,United Kingdom,2005,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5201132,23,60.02,,ERR486592,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539585_1_12082_2_69_genomic,TRUE,GCA_001539585.1_12082_2_69_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539585.1,2880STDY5682863,Homo sapiens,blood,Human,United Kingdom,2004,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5367873,16,59.68,,ERR486564,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539605_1_12082_3_80_genomic,TRUE,GCA_001539605.1_12082_3_80_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539605.1,2880STDY5682984,Homo sapiens,blood,Human,United Kingdom,2009,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5181773,14,59.98,,ERR486668,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539625_1_12082_3_44_genomic,TRUE,GCA_001539625.1_12082_3_44_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539625.1,2880STDY5682943,Homo sapiens,blood,Human,United Kingdom,2007,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5331637,27,59.68,,ERR486632,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539645_1_12082_2_46_genomic,TRUE,GCA_001539645.1_12082_2_46_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539645.1,2880STDY5682838,Homo sapiens,blood,Human,United Kingdom,2003,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5010746,15,60.18,,ERR486541,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539665_1_12082_3_51_genomic,TRUE,GCA_001539665.1_12082_3_51_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539665.1,2880STDY5682954,Homo sapiens,blood,Human,United Kingdom,2008,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5009046,16,60.11,,ERR486639,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539685_1_12082_3_79_genomic,TRUE,GCA_001539685.1_12082_3_79_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539685.1,2880STDY5682983,Homo sapiens,blood,Human,United Kingdom,2009,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5172212,21,60.02,,ERR486667,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539705_1_12082_2_51_genomic,TRUE,GCA_001539705.1_12082_2_51_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539705.1,2880STDY5682843,Homo sapiens,blood,Human,United Kingdom,2003,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5201209,23,60.03,,ERR486546,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539725_1_12082_2_47_genomic,TRUE,GCA_001539725.1_12082_2_47_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539725.1,2880STDY5682839,Homo sapiens,blood,Human,United Kingdom,2003,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5184848,18,59.85,,ERR486542,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539745_1_12082_2_93_genomic,TRUE,GCA_001539745.1_12082_2_93_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539745.1,2880STDY5682889,Homo sapiens,blood,Human,United Kingdom,2005,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5009694,17,60.11,,ERR486588,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539765_1_12082_2_65_genomic,TRUE,GCA_001539765.1_12082_2_65_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539765.1,2880STDY5682858,Homo sapiens,blood,Human,United Kingdom,2003,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5106299,13,60.05,,ERR486560,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539785_1_12082_2_36_genomic,TRUE,GCA_001539785.1_12082_2_36_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539785.1,2880STDY5682827,Homo sapiens,blood,Human,United Kingdom,2002,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5135193,14,59.97,,ERR486532,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539805_1_12082_2_42_genomic,TRUE,GCA_001539805.1_12082_2_42_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539805.1,2880STDY5682834,Homo sapiens,blood,Human,United Kingdom,2002,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5052392,13,60.04,,ERR486538,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539825_1_12082_3_74_genomic,TRUE,GCA_001539825.1_12082_3_74_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539825.1,2880STDY5682978,Homo sapiens,blood,Human,United Kingdom,2009,Serratia marcescens,Serratia marcescens,12,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5227168,28,59.83,,ERR486662,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539845_1_12082_2_73_genomic,TRUE,GCA_001539845.1_12082_2_73_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539845.1,2880STDY5682867,Homo sapiens,blood,Human,United Kingdom,2004,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5247390,29,59.98,,ERR486568,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539865_1_12082_3_11_genomic,TRUE,GCA_001539865.1_12082_3_11_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539865.1,2880STDY5682903,Homo sapiens,blood,Human,United Kingdom,2005,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5367426,24,59.82,,ERR486601,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539885_1_12082_2_71_genomic,TRUE,GCA_001539885.1_12082_2_71_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539885.1,2880STDY5682865,Homo sapiens,blood,Human,United Kingdom,2004,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5202905,19,60.02,,ERR486566,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539905_1_12082_3_58_genomic,TRUE,GCA_001539905.1_12082_3_58_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539905.1,2880STDY5682961,Homo sapiens,blood,Human,United Kingdom,2008,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5074509,16,60.06,,ERR486646,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539925_1_12082_2_80_genomic,TRUE,GCA_001539925.1_12082_2_80_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539925.1,2880STDY5682875,Homo sapiens,blood,Human,United Kingdom,2004,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5035556,18,60.12,,ERR486575,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539945_1_12082_3_60_genomic,TRUE,GCA_001539945.1_12082_3_60_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539945.1,2880STDY5682963,Homo sapiens,blood,Human,United Kingdom,2008,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5126370,22,59.99,,ERR486648,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539965_1_12082_2_38_genomic,TRUE,GCA_001539965.1_12082_2_38_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539965.1,2880STDY5682829,Homo sapiens,blood,Human,United Kingdom,2002,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5134886,14,59.97,,ERR486534,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539985_1_12045_8_24_genomic,TRUE,GCA_001539985.1_12045_8_24_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539985.1,2880STDY5683033,Homo sapiens,blood,Human,United Kingdom,2006,Serratia marcescens,Serratia marcescens,15,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5010780,14,59.7,,ERR486495,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001540005_1_12082_3_55_genomic,TRUE,GCA_001540005.1_12082_3_55_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001540005.1,2880STDY5682958,Homo sapiens,blood,Human,United Kingdom,2008,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5110732,14,60.09,,ERR486643,PRJEB5065,NCBI,10.1101/gr.205245.116,1
